matchId,date,year,stage,homeTeam,awayTeam,actualOutcome,homeScore,awayScore,elo_homeWin,elo_draw,elo_awayWin,elo_xgHome,elo_xgAway,elo_confidence,elo_correct
wc2018-portugal-morocco,2018-06-20,2018,GROUP_STAGE,Portugal,Morocco,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-uruguay-saudi-arabia,2018-06-20,2018,GROUP_STAGE,Uruguay,Saudi Arabia,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-ir-iran-spain,2018-06-20,2018,GROUP_STAGE,IR Iran,Spain,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-denmark-australia,2018-06-21,2018,GROUP_STAGE,Denmark,Australia,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-france-peru,2018-06-21,2018,GROUP_STAGE,France,Peru,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-argentina-croatia,2018-06-21,2018,GROUP_STAGE,Argentina,Croatia,AWAY,0,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-brazil-costa-rica,2018-06-22,2018,GROUP_STAGE,Brazil,Costa Rica,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-nigeria-iceland,2018-06-22,2018,GROUP_STAGE,Nigeria,Iceland,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-serbia-switzerland,2018-06-22,2018,GROUP_STAGE,Serbia,Switzerland,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-belgium-tunisia,2018-06-23,2018,GROUP_STAGE,Belgium,Tunisia,HOME,5,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-korea-republic-mexico,2018-06-23,2018,GROUP_STAGE,Korea Republic,Mexico,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-germany-sweden,2018-06-23,2018,GROUP_STAGE,Germany,Sweden,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-england-panama,2018-06-24,2018,GROUP_STAGE,England,Panama,HOME,6,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-japan-senegal,2018-06-24,2018,GROUP_STAGE,Japan,Senegal,DRAW,2,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-poland-colombia,2018-06-24,2018,GROUP_STAGE,Poland,Colombia,AWAY,0,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-saudi-arabia-egypt,2018-06-25,2018,GROUP_STAGE,Saudi Arabia,Egypt,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-uruguay-russia,2018-06-25,2018,GROUP_STAGE,Uruguay,Russia,HOME,3,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-spain-morocco,2018-06-25,2018,GROUP_STAGE,Spain,Morocco,DRAW,2,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-ir-iran-portugal,2018-06-25,2018,GROUP_STAGE,IR Iran,Portugal,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-australia-peru,2018-06-26,2018,GROUP_STAGE,Australia,Peru,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-denmark-france,2018-06-26,2018,GROUP_STAGE,Denmark,France,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-iceland-croatia,2018-06-26,2018,GROUP_STAGE,Iceland,Croatia,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-nigeria-argentina,2018-06-26,2018,GROUP_STAGE,Nigeria,Argentina,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-korea-republic-germany,2018-06-27,2018,GROUP_STAGE,Korea Republic,Germany,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-mexico-sweden,2018-06-27,2018,GROUP_STAGE,Mexico,Sweden,AWAY,0,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-switzerland-costa-rica,2018-06-27,2018,GROUP_STAGE,Switzerland,Costa Rica,DRAW,2,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-serbia-brazil,2018-06-27,2018,GROUP_STAGE,Serbia,Brazil,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-japan-poland,2018-06-28,2018,GROUP_STAGE,Japan,Poland,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-senegal-colombia,2018-06-28,2018,GROUP_STAGE,Senegal,Colombia,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-england-belgium,2018-06-28,2018,GROUP_STAGE,England,Belgium,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-panama-tunisia,2018-06-28,2018,GROUP_STAGE,Panama,Tunisia,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-france-argentina,2018-06-30,2018,LAST_16,France,Argentina,HOME,4,3,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2018-uruguay-portugal,2018-06-30,2018,LAST_16,Uruguay,Portugal,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2018-spain-russia,2018-07-01,2018,LAST_16,Spain,Russia,DRAW,1,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2018-croatia-denmark,2018-07-01,2018,LAST_16,Croatia,Denmark,DRAW,1,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2018-brazil-mexico,2018-07-02,2018,LAST_16,Brazil,Mexico,HOME,2,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2018-belgium-japan,2018-07-02,2018,LAST_16,Belgium,Japan,HOME,3,2,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2018-sweden-switzerland,2018-07-03,2018,LAST_16,Sweden,Switzerland,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2018-colombia-england,2018-07-03,2018,LAST_16,Colombia,England,DRAW,1,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2018-uruguay-france,2018-07-06,2018,QUARTER_FINAL,Uruguay,France,AWAY,0,2,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2018-brazil-belgium,2018-07-06,2018,QUARTER_FINAL,Brazil,Belgium,AWAY,1,2,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2018-sweden-england,2018-07-07,2018,QUARTER_FINAL,Sweden,England,AWAY,0,2,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2018-russia-croatia,2018-07-07,2018,QUARTER_FINAL,Russia,Croatia,DRAW,2,2,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2018-france-belgium,2018-07-10,2018,SEMI_FINAL,France,Belgium,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2018-croatia-england,2018-07-11,2018,SEMI_FINAL,Croatia,England,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2018-france-croatia,2018-07-15,2018,FINAL,France,Croatia,HOME,4,2,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2022-qatar-ecuador,2022-11-20,2022,GROUP_STAGE,Qatar,Ecuador,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-england-ir-iran,2022-11-21,2022,GROUP_STAGE,England,IR Iran,HOME,6,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-senegal-netherlands,2022-11-21,2022,GROUP_STAGE,Senegal,Netherlands,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-united-states-wales,2022-11-21,2022,GROUP_STAGE,United States,Wales,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-argentina-saudi-arabia,2022-11-22,2022,GROUP_STAGE,Argentina,Saudi Arabia,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-denmark-tunisia,2022-11-22,2022,GROUP_STAGE,Denmark,Tunisia,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-mexico-poland,2022-11-22,2022,GROUP_STAGE,Mexico,Poland,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-france-australia,2022-11-22,2022,GROUP_STAGE,France,Australia,HOME,4,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-morocco-croatia,2022-11-23,2022,GROUP_STAGE,Morocco,Croatia,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-germany-japan,2022-11-23,2022,GROUP_STAGE,Germany,Japan,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-spain-costa-rica,2022-11-23,2022,GROUP_STAGE,Spain,Costa Rica,HOME,7,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-belgium-canada,2022-11-23,2022,GROUP_STAGE,Belgium,Canada,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-switzerland-cameroon,2022-11-24,2022,GROUP_STAGE,Switzerland,Cameroon,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-uruguay-korea-republic,2022-11-24,2022,GROUP_STAGE,Uruguay,Korea Republic,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-portugal-ghana,2022-11-24,2022,GROUP_STAGE,Portugal,Ghana,HOME,3,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-brazil-serbia,2022-11-24,2022,GROUP_STAGE,Brazil,Serbia,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-wales-ir-iran,2022-11-25,2022,GROUP_STAGE,Wales,IR Iran,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-qatar-senegal,2022-11-25,2022,GROUP_STAGE,Qatar,Senegal,AWAY,1,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-netherlands-ecuador,2022-11-25,2022,GROUP_STAGE,Netherlands,Ecuador,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-england-united-states,2022-11-25,2022,GROUP_STAGE,England,United States,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-tunisia-australia,2022-11-26,2022,GROUP_STAGE,Tunisia,Australia,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-poland-saudi-arabia,2022-11-26,2022,GROUP_STAGE,Poland,Saudi Arabia,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-france-denmark,2022-11-26,2022,GROUP_STAGE,France,Denmark,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-argentina-mexico,2022-11-26,2022,GROUP_STAGE,Argentina,Mexico,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-japan-costa-rica,2022-11-27,2022,GROUP_STAGE,Japan,Costa Rica,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-belgium-morocco,2022-11-27,2022,GROUP_STAGE,Belgium,Morocco,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-croatia-canada,2022-11-27,2022,GROUP_STAGE,Croatia,Canada,HOME,4,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-spain-germany,2022-11-27,2022,GROUP_STAGE,Spain,Germany,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-cameroon-serbia,2022-11-28,2022,GROUP_STAGE,Cameroon,Serbia,DRAW,3,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-korea-republic-ghana,2022-11-28,2022,GROUP_STAGE,Korea Republic,Ghana,AWAY,2,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-brazil-switzerland,2022-11-28,2022,GROUP_STAGE,Brazil,Switzerland,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-portugal-uruguay,2022-11-28,2022,GROUP_STAGE,Portugal,Uruguay,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-ecuador-senegal,2022-11-29,2022,GROUP_STAGE,Ecuador,Senegal,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-netherlands-qatar,2022-11-29,2022,GROUP_STAGE,Netherlands,Qatar,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-ir-iran-united-states,2022-11-29,2022,GROUP_STAGE,IR Iran,United States,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-wales-england,2022-11-29,2022,GROUP_STAGE,Wales,England,AWAY,0,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-australia-denmark,2022-11-30,2022,GROUP_STAGE,Australia,Denmark,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-tunisia-france,2022-11-30,2022,GROUP_STAGE,Tunisia,France,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-saudi-arabia-mexico,2022-11-30,2022,GROUP_STAGE,Saudi Arabia,Mexico,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-poland-argentina,2022-11-30,2022,GROUP_STAGE,Poland,Argentina,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-canada-morocco,2022-12-01,2022,GROUP_STAGE,Canada,Morocco,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-croatia-belgium,2022-12-01,2022,GROUP_STAGE,Croatia,Belgium,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-costa-rica-germany,2022-12-01,2022,GROUP_STAGE,Costa Rica,Germany,AWAY,2,4,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-japan-spain,2022-12-01,2022,GROUP_STAGE,Japan,Spain,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-korea-republic-portugal,2022-12-02,2022,GROUP_STAGE,Korea Republic,Portugal,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-ghana-uruguay,2022-12-02,2022,GROUP_STAGE,Ghana,Uruguay,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-cameroon-brazil,2022-12-02,2022,GROUP_STAGE,Cameroon,Brazil,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2022-serbia-switzerland,2022-12-02,2022,GROUP_STAGE,Serbia,Switzerland,AWAY,2,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2022-netherlands-united-states,2022-12-03,2022,LAST_16,Netherlands,United States,HOME,3,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2022-argentina-australia,2022-12-03,2022,LAST_16,Argentina,Australia,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2022-france-poland,2022-12-04,2022,LAST_16,France,Poland,HOME,3,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2022-england-senegal,2022-12-04,2022,LAST_16,England,Senegal,HOME,3,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2022-japan-croatia,2022-12-05,2022,LAST_16,Japan,Croatia,DRAW,1,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2022-brazil-korea-republic,2022-12-05,2022,LAST_16,Brazil,Korea Republic,HOME,4,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2022-morocco-spain,2022-12-06,2022,LAST_16,Morocco,Spain,DRAW,0,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2022-portugal-switzerland,2022-12-06,2022,LAST_16,Portugal,Switzerland,HOME,6,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2022-croatia-brazil,2022-12-09,2022,QUARTER_FINAL,Croatia,Brazil,DRAW,1,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2022-netherlands-argentina,2022-12-09,2022,QUARTER_FINAL,Netherlands,Argentina,DRAW,2,2,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2022-morocco-portugal,2022-12-10,2022,QUARTER_FINAL,Morocco,Portugal,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2022-england-france,2022-12-10,2022,QUARTER_FINAL,England,France,AWAY,1,2,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2022-argentina-croatia,2022-12-13,2022,SEMI_FINAL,Argentina,Croatia,HOME,3,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2022-france-morocco,2022-12-14,2022,SEMI_FINAL,France,Morocco,HOME,2,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2022-argentina-france,2022-12-18,2022,FINAL,Argentina,France,DRAW,3,3,0.355,0.29,0.355,1.35,1.35,0.355,0
