matchId,date,year,stage,homeTeam,awayTeam,actualOutcome,homeScore,awayScore,elo_homeWin,elo_draw,elo_awayWin,elo_xgHome,elo_xgAway,elo_confidence,elo_correct
wc2006-costa-rica-poland,2006-06-20,2006,GROUP_STAGE,Costa Rica,Poland,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2006-ecuador-germany,2006-06-20,2006,GROUP_STAGE,Ecuador,Germany,AWAY,0,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2006-paraguay-trinidad-and-tobago,2006-06-20,2006,GROUP_STAGE,Paraguay,Trinidad and Tobago,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2006-sweden-england,2006-06-20,2006,GROUP_STAGE,Sweden,England,DRAW,2,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2006-portugal-mexico,2006-06-21,2006,GROUP_STAGE,Portugal,Mexico,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2006-ir-iran-angola,2006-06-21,2006,GROUP_STAGE,IR Iran,Angola,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2006-c-te-divoire-serbia-and-montenegro,2006-06-21,2006,GROUP_STAGE,Côte d'Ivoire,Serbia and Montenegro,HOME,3,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2006-netherlands-argentina,2006-06-21,2006,GROUP_STAGE,Netherlands,Argentina,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2006-ghana-united-states,2006-06-22,2006,GROUP_STAGE,Ghana,United States,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2006-czech-republic-italy,2006-06-22,2006,GROUP_STAGE,Czech Republic,Italy,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2006-japan-brazil,2006-06-22,2006,GROUP_STAGE,Japan,Brazil,AWAY,1,4,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2006-croatia-australia,2006-06-22,2006,GROUP_STAGE,Croatia,Australia,DRAW,2,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2006-saudi-arabia-spain,2006-06-23,2006,GROUP_STAGE,Saudi Arabia,Spain,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2006-ukraine-tunisia,2006-06-23,2006,GROUP_STAGE,Ukraine,Tunisia,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2006-togo-france,2006-06-23,2006,GROUP_STAGE,Togo,France,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2006-switzerland-korea-republic,2006-06-23,2006,GROUP_STAGE,Switzerland,Korea Republic,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2006-germany-sweden,2006-06-24,2006,LAST_16,Germany,Sweden,HOME,2,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2006-argentina-mexico,2006-06-24,2006,LAST_16,Argentina,Mexico,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2006-england-ecuador,2006-06-25,2006,LAST_16,England,Ecuador,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2006-portugal-netherlands,2006-06-25,2006,LAST_16,Portugal,Netherlands,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2006-italy-australia,2006-06-26,2006,LAST_16,Italy,Australia,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2006-switzerland-ukraine,2006-06-26,2006,LAST_16,Switzerland,Ukraine,DRAW,0,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2006-brazil-ghana,2006-06-27,2006,LAST_16,Brazil,Ghana,HOME,3,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2006-spain-france,2006-06-27,2006,LAST_16,Spain,France,AWAY,1,3,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2006-germany-argentina,2006-06-30,2006,QUARTER_FINAL,Germany,Argentina,DRAW,1,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2006-italy-ukraine,2006-06-30,2006,QUARTER_FINAL,Italy,Ukraine,HOME,3,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2006-england-portugal,2006-07-01,2006,QUARTER_FINAL,England,Portugal,DRAW,0,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2006-brazil-france,2006-07-01,2006,QUARTER_FINAL,Brazil,France,AWAY,0,1,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2006-germany-italy,2006-07-04,2006,SEMI_FINAL,Germany,Italy,AWAY,0,2,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2006-portugal-france,2006-07-05,2006,SEMI_FINAL,Portugal,France,AWAY,0,1,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2006-italy-france,2006-07-09,2006,FINAL,Italy,France,DRAW,1,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2010-south-africa-mexico,2010-06-11,2010,GROUP_STAGE,South Africa,Mexico,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-uruguay-france,2010-06-11,2010,GROUP_STAGE,Uruguay,France,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-korea-republic-greece,2010-06-12,2010,GROUP_STAGE,Korea Republic,Greece,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-argentina-nigeria,2010-06-12,2010,GROUP_STAGE,Argentina,Nigeria,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-england-united-states,2010-06-12,2010,GROUP_STAGE,England,United States,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-algeria-slovenia,2010-06-13,2010,GROUP_STAGE,Algeria,Slovenia,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-serbia-ghana,2010-06-13,2010,GROUP_STAGE,Serbia,Ghana,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-germany-australia,2010-06-13,2010,GROUP_STAGE,Germany,Australia,HOME,4,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-netherlands-denmark,2010-06-14,2010,GROUP_STAGE,Netherlands,Denmark,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-japan-cameroon,2010-06-14,2010,GROUP_STAGE,Japan,Cameroon,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-italy-paraguay,2010-06-14,2010,GROUP_STAGE,Italy,Paraguay,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-new-zealand-slovakia,2010-06-15,2010,GROUP_STAGE,New Zealand,Slovakia,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-c-te-divoire-portugal,2010-06-15,2010,GROUP_STAGE,Côte d'Ivoire,Portugal,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-brazil-korea-dpr,2010-06-15,2010,GROUP_STAGE,Brazil,Korea DPR,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-honduras-chile,2010-06-16,2010,GROUP_STAGE,Honduras,Chile,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-spain-switzerland,2010-06-16,2010,GROUP_STAGE,Spain,Switzerland,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-south-africa-uruguay,2010-06-16,2010,GROUP_STAGE,South Africa,Uruguay,AWAY,0,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-argentina-korea-republic,2010-06-17,2010,GROUP_STAGE,Argentina,Korea Republic,HOME,4,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-greece-nigeria,2010-06-17,2010,GROUP_STAGE,Greece,Nigeria,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-france-mexico,2010-06-17,2010,GROUP_STAGE,France,Mexico,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-germany-serbia,2010-06-18,2010,GROUP_STAGE,Germany,Serbia,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-slovenia-united-states,2010-06-18,2010,GROUP_STAGE,Slovenia,United States,DRAW,2,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-england-algeria,2010-06-18,2010,GROUP_STAGE,England,Algeria,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-netherlands-japan,2010-06-19,2010,GROUP_STAGE,Netherlands,Japan,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-ghana-australia,2010-06-19,2010,GROUP_STAGE,Ghana,Australia,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-cameroon-denmark,2010-06-19,2010,GROUP_STAGE,Cameroon,Denmark,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-slovakia-paraguay,2010-06-20,2010,GROUP_STAGE,Slovakia,Paraguay,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-italy-new-zealand,2010-06-20,2010,GROUP_STAGE,Italy,New Zealand,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-brazil-c-te-divoire,2010-06-20,2010,GROUP_STAGE,Brazil,Côte d'Ivoire,HOME,3,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-portugal-korea-dpr,2010-06-21,2010,GROUP_STAGE,Portugal,Korea DPR,HOME,7,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-chile-switzerland,2010-06-21,2010,GROUP_STAGE,Chile,Switzerland,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-spain-honduras,2010-06-21,2010,GROUP_STAGE,Spain,Honduras,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-mexico-uruguay,2010-06-22,2010,GROUP_STAGE,Mexico,Uruguay,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-france-south-africa,2010-06-22,2010,GROUP_STAGE,France,South Africa,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-nigeria-korea-republic,2010-06-22,2010,GROUP_STAGE,Nigeria,Korea Republic,DRAW,2,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-greece-argentina,2010-06-22,2010,GROUP_STAGE,Greece,Argentina,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-slovenia-england,2010-06-23,2010,GROUP_STAGE,Slovenia,England,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-united-states-algeria,2010-06-23,2010,GROUP_STAGE,United States,Algeria,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-ghana-germany,2010-06-23,2010,GROUP_STAGE,Ghana,Germany,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-australia-serbia,2010-06-23,2010,GROUP_STAGE,Australia,Serbia,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-paraguay-new-zealand,2010-06-24,2010,GROUP_STAGE,Paraguay,New Zealand,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-slovakia-italy,2010-06-24,2010,GROUP_STAGE,Slovakia,Italy,HOME,3,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2010-denmark-japan,2010-06-24,2010,GROUP_STAGE,Denmark,Japan,AWAY,1,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-cameroon-netherlands,2010-06-24,2010,GROUP_STAGE,Cameroon,Netherlands,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-portugal-brazil,2010-06-25,2010,GROUP_STAGE,Portugal,Brazil,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-korea-dpr-c-te-divoire,2010-06-25,2010,GROUP_STAGE,Korea DPR,Côte d'Ivoire,AWAY,0,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-chile-spain,2010-06-25,2010,GROUP_STAGE,Chile,Spain,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-switzerland-honduras,2010-06-25,2010,GROUP_STAGE,Switzerland,Honduras,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2010-uruguay-korea-republic,2010-06-26,2010,LAST_16,Uruguay,Korea Republic,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2010-united-states-ghana,2010-06-26,2010,LAST_16,United States,Ghana,AWAY,1,2,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2010-germany-england,2010-06-27,2010,LAST_16,Germany,England,HOME,4,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2010-argentina-mexico,2010-06-27,2010,LAST_16,Argentina,Mexico,HOME,3,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2010-netherlands-slovakia,2010-06-28,2010,LAST_16,Netherlands,Slovakia,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2010-brazil-chile,2010-06-28,2010,LAST_16,Brazil,Chile,HOME,3,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2010-paraguay-japan,2010-06-29,2010,LAST_16,Paraguay,Japan,DRAW,0,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2010-spain-portugal,2010-06-29,2010,LAST_16,Spain,Portugal,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2010-netherlands-brazil,2010-07-02,2010,QUARTER_FINAL,Netherlands,Brazil,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2010-uruguay-ghana,2010-07-02,2010,QUARTER_FINAL,Uruguay,Ghana,DRAW,1,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2010-argentina-germany,2010-07-03,2010,QUARTER_FINAL,Argentina,Germany,AWAY,0,4,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2010-paraguay-spain,2010-07-03,2010,QUARTER_FINAL,Paraguay,Spain,AWAY,0,1,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2010-uruguay-netherlands,2010-07-06,2010,SEMI_FINAL,Uruguay,Netherlands,AWAY,2,3,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2010-germany-spain,2010-07-07,2010,SEMI_FINAL,Germany,Spain,AWAY,0,1,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2010-netherlands-spain,2010-07-11,2010,FINAL,Netherlands,Spain,AWAY,0,1,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2014-brazil-croatia,2014-06-12,2014,GROUP_STAGE,Brazil,Croatia,HOME,3,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-mexico-cameroon,2014-06-13,2014,GROUP_STAGE,Mexico,Cameroon,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-spain-netherlands,2014-06-13,2014,GROUP_STAGE,Spain,Netherlands,AWAY,1,5,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-chile-australia,2014-06-13,2014,GROUP_STAGE,Chile,Australia,HOME,3,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-colombia-greece,2014-06-14,2014,GROUP_STAGE,Colombia,Greece,HOME,3,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-uruguay-costa-rica,2014-06-14,2014,GROUP_STAGE,Uruguay,Costa Rica,AWAY,1,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-england-italy,2014-06-14,2014,GROUP_STAGE,England,Italy,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-c-te-divoire-japan,2014-06-14,2014,GROUP_STAGE,Côte d'Ivoire,Japan,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-switzerland-ecuador,2014-06-15,2014,GROUP_STAGE,Switzerland,Ecuador,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-france-honduras,2014-06-15,2014,GROUP_STAGE,France,Honduras,HOME,3,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-argentina-bosnia-and-herzegovina,2014-06-15,2014,GROUP_STAGE,Argentina,Bosnia and Herzegovina,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-germany-portugal,2014-06-16,2014,GROUP_STAGE,Germany,Portugal,HOME,4,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-ir-iran-nigeria,2014-06-16,2014,GROUP_STAGE,IR Iran,Nigeria,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-ghana-united-states,2014-06-16,2014,GROUP_STAGE,Ghana,United States,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-belgium-algeria,2014-06-17,2014,GROUP_STAGE,Belgium,Algeria,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-brazil-mexico,2014-06-17,2014,GROUP_STAGE,Brazil,Mexico,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-russia-korea-republic,2014-06-17,2014,GROUP_STAGE,Russia,Korea Republic,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-australia-netherlands,2014-06-18,2014,GROUP_STAGE,Australia,Netherlands,AWAY,2,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-spain-chile,2014-06-18,2014,GROUP_STAGE,Spain,Chile,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-cameroon-croatia,2014-06-18,2014,GROUP_STAGE,Cameroon,Croatia,AWAY,0,4,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-colombia-c-te-divoire,2014-06-19,2014,GROUP_STAGE,Colombia,Côte d'Ivoire,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-uruguay-england,2014-06-19,2014,GROUP_STAGE,Uruguay,England,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-japan-greece,2014-06-19,2014,GROUP_STAGE,Japan,Greece,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-italy-costa-rica,2014-06-20,2014,GROUP_STAGE,Italy,Costa Rica,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-switzerland-france,2014-06-20,2014,GROUP_STAGE,Switzerland,France,AWAY,2,5,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-honduras-ecuador,2014-06-20,2014,GROUP_STAGE,Honduras,Ecuador,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-argentina-ir-iran,2014-06-21,2014,GROUP_STAGE,Argentina,IR Iran,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-germany-ghana,2014-06-21,2014,GROUP_STAGE,Germany,Ghana,DRAW,2,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-nigeria-bosnia-and-herzegovina,2014-06-21,2014,GROUP_STAGE,Nigeria,Bosnia and Herzegovina,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-belgium-russia,2014-06-22,2014,GROUP_STAGE,Belgium,Russia,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-korea-republic-algeria,2014-06-22,2014,GROUP_STAGE,Korea Republic,Algeria,AWAY,2,4,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-united-states-portugal,2014-06-22,2014,GROUP_STAGE,United States,Portugal,DRAW,2,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-australia-spain,2014-06-23,2014,GROUP_STAGE,Australia,Spain,AWAY,0,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-netherlands-chile,2014-06-23,2014,GROUP_STAGE,Netherlands,Chile,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-croatia-mexico,2014-06-23,2014,GROUP_STAGE,Croatia,Mexico,AWAY,1,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-cameroon-brazil,2014-06-23,2014,GROUP_STAGE,Cameroon,Brazil,AWAY,1,4,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-costa-rica-england,2014-06-24,2014,GROUP_STAGE,Costa Rica,England,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-italy-uruguay,2014-06-24,2014,GROUP_STAGE,Italy,Uruguay,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-japan-colombia,2014-06-24,2014,GROUP_STAGE,Japan,Colombia,AWAY,1,4,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-greece-c-te-divoire,2014-06-24,2014,GROUP_STAGE,Greece,Côte d'Ivoire,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-bosnia-and-herzegovina-ir-iran,2014-06-25,2014,GROUP_STAGE,Bosnia and Herzegovina,IR Iran,HOME,3,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-nigeria-argentina,2014-06-25,2014,GROUP_STAGE,Nigeria,Argentina,AWAY,2,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-honduras-switzerland,2014-06-25,2014,GROUP_STAGE,Honduras,Switzerland,AWAY,0,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-ecuador-france,2014-06-25,2014,GROUP_STAGE,Ecuador,France,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-united-states-germany,2014-06-26,2014,GROUP_STAGE,United States,Germany,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-portugal-ghana,2014-06-26,2014,GROUP_STAGE,Portugal,Ghana,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2014-korea-republic-belgium,2014-06-26,2014,GROUP_STAGE,Korea Republic,Belgium,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-algeria-russia,2014-06-26,2014,GROUP_STAGE,Algeria,Russia,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2014-brazil-chile,2014-06-28,2014,LAST_16,Brazil,Chile,DRAW,1,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2014-colombia-uruguay,2014-06-28,2014,LAST_16,Colombia,Uruguay,HOME,2,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2014-netherlands-mexico,2014-06-29,2014,LAST_16,Netherlands,Mexico,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2014-costa-rica-greece,2014-06-29,2014,LAST_16,Costa Rica,Greece,DRAW,1,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2014-france-nigeria,2014-06-30,2014,LAST_16,France,Nigeria,HOME,2,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2014-germany-algeria,2014-06-30,2014,LAST_16,Germany,Algeria,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2014-argentina-switzerland,2014-07-01,2014,LAST_16,Argentina,Switzerland,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2014-belgium-united-states,2014-07-01,2014,LAST_16,Belgium,United States,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2014-france-germany,2014-07-04,2014,QUARTER_FINAL,France,Germany,AWAY,0,1,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2014-brazil-colombia,2014-07-04,2014,QUARTER_FINAL,Brazil,Colombia,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2014-argentina-belgium,2014-07-05,2014,QUARTER_FINAL,Argentina,Belgium,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2014-netherlands-costa-rica,2014-07-05,2014,QUARTER_FINAL,Netherlands,Costa Rica,DRAW,0,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2014-brazil-germany,2014-07-08,2014,SEMI_FINAL,Brazil,Germany,AWAY,1,7,0.355,0.29,0.355,1.35,1.35,0.355,1
wc2014-netherlands-argentina,2014-07-09,2014,SEMI_FINAL,Netherlands,Argentina,DRAW,0,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2014-germany-argentina,2014-07-13,2014,FINAL,Germany,Argentina,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0
wc2018-russia-saudi-arabia,2018-06-14,2018,GROUP_STAGE,Russia,Saudi Arabia,HOME,5,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-egypt-uruguay,2018-06-15,2018,GROUP_STAGE,Egypt,Uruguay,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-morocco-ir-iran,2018-06-15,2018,GROUP_STAGE,Morocco,IR Iran,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-portugal-spain,2018-06-15,2018,GROUP_STAGE,Portugal,Spain,DRAW,3,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-france-australia,2018-06-16,2018,GROUP_STAGE,France,Australia,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-argentina-iceland,2018-06-16,2018,GROUP_STAGE,Argentina,Iceland,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-peru-denmark,2018-06-16,2018,GROUP_STAGE,Peru,Denmark,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-croatia-nigeria,2018-06-16,2018,GROUP_STAGE,Croatia,Nigeria,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-costa-rica-serbia,2018-06-17,2018,GROUP_STAGE,Costa Rica,Serbia,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-germany-mexico,2018-06-17,2018,GROUP_STAGE,Germany,Mexico,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-brazil-switzerland,2018-06-17,2018,GROUP_STAGE,Brazil,Switzerland,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-sweden-korea-republic,2018-06-18,2018,GROUP_STAGE,Sweden,Korea Republic,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-belgium-panama,2018-06-18,2018,GROUP_STAGE,Belgium,Panama,HOME,3,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
wc2018-tunisia-england,2018-06-18,2018,GROUP_STAGE,Tunisia,England,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-colombia-japan,2018-06-19,2018,GROUP_STAGE,Colombia,Japan,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-poland-senegal,2018-06-19,2018,GROUP_STAGE,Poland,Senegal,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0
wc2018-russia-egypt,2018-06-19,2018,GROUP_STAGE,Russia,Egypt,HOME,3,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1
