matchId,date,year,stage,homeTeam,awayTeam,actualOutcome,homeScore,awayScore,elo_homeWin,elo_draw,elo_awayWin,elo_xgHome,elo_xgAway,elo_confidence,elo_correct,ml_homeWin,ml_draw,ml_awayWin,ml_xgHome,ml_xgAway,ml_confidence,ml_correct,ensemble_homeWin,ensemble_draw,ensemble_awayWin,ensemble_xgHome,ensemble_xgAway,ensemble_confidence,ensemble_correct
wc2002-united-states-portugal,2002-06-05,2002,GROUP_STAGE,United States,Portugal,HOME,3,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4368,0.2087,0.3545,3.67,1.6,0.4368,1,0.4123,0.2331,0.3546,2.97,1.52,0.4123,1
wc2002-germany-republic-of-ireland,2002-06-05,2002,GROUP_STAGE,Germany,Republic of Ireland,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.5186,0.2367,0.2447,3.13,1.53,0.5186,0,0.4696,0.2527,0.2777,2.6,1.48,0.4696,0
wc2002-denmark-senegal,2002-06-06,2002,GROUP_STAGE,Denmark,Senegal,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.5697,0.2188,0.2115,2.91,1.19,0.5697,0,0.5053,0.2402,0.2545,2.44,1.24,0.5053,0
wc2002-cameroon-saudi-arabia,2002-06-06,2002,GROUP_STAGE,Cameroon,Saudi Arabia,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4722,0.2447,0.2831,2.76,1.74,0.4722,1,0.4371,0.2583,0.3046,2.34,1.62,0.4371,1
wc2002-france-uruguay,2002-06-06,2002,GROUP_STAGE,France,Uruguay,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.6596,0.1915,0.1489,2.93,1.1,0.6596,0,0.5683,0.2211,0.2107,2.46,1.17,0.5683,0
wc2002-sweden-nigeria,2002-06-07,2002,GROUP_STAGE,Sweden,Nigeria,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.5227,0.2004,0.2769,2.93,1.12,0.5227,1,0.4724,0.2273,0.3003,2.46,1.19,0.4724,1
wc2002-spain-paraguay,2002-06-07,2002,GROUP_STAGE,Spain,Paraguay,HOME,3,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.7173,0.1757,0.107,2.81,0.75,0.7173,1,0.6086,0.21,0.1813,2.37,0.93,0.6086,1
wc2002-argentina-england,2002-06-07,2002,GROUP_STAGE,Argentina,England,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4874,0.2313,0.2813,2.89,1.24,0.4874,0,0.4477,0.2489,0.3034,2.43,1.27,0.4477,0
wc2002-south-africa-slovenia,2002-06-08,2002,GROUP_STAGE,South Africa,Slovenia,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4937,0.2123,0.294,3.64,1.39,0.4937,1,0.4521,0.2356,0.3122,2.95,1.38,0.4521,1
wc2002-italy-croatia,2002-06-08,2002,GROUP_STAGE,Italy,Croatia,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.5874,0.2149,0.1977,2.86,1.07,0.5874,0,0.5177,0.2374,0.2448,2.41,1.15,0.5177,0
wc2002-brazil-china-pr,2002-06-08,2002,GROUP_STAGE,Brazil,China PR,HOME,4,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.525,0.233,0.242,2.78,1.51,0.525,1,0.474,0.2501,0.2758,2.35,1.46,0.474,1
wc2002-mexico-ecuador,2002-06-09,2002,GROUP_STAGE,Mexico,Ecuador,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.6705,0.206,0.1235,2.96,0.89,0.6705,1,0.5759,0.2312,0.1929,2.48,1.03,0.5759,1
wc2002-costa-rica-t-rkiye,2002-06-09,2002,GROUP_STAGE,Costa Rica,Türkiye,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4873,0.2149,0.2978,3.6,1.75,0.4873,0,0.4476,0.2374,0.3149,2.93,1.63,0.4476,0
wc2002-japan-russia,2002-06-09,2002,GROUP_STAGE,Japan,Russia,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.5218,0.2189,0.2593,2.69,1.17,0.5218,1,0.4718,0.2402,0.288,2.29,1.22,0.4718,1
wc2002-korea-republic-united-states,2002-06-10,2002,GROUP_STAGE,Korea Republic,United States,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4873,0.2149,0.2978,3.6,1.75,0.4873,0,0.4476,0.2374,0.3149,2.93,1.63,0.4476,0
wc2002-tunisia-belgium,2002-06-10,2002,GROUP_STAGE,Tunisia,Belgium,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.2594,0.1961,0.5445,1.84,1.94,0.5445,0,0.2881,0.2243,0.4876,1.69,1.76,0.4876,0
wc2002-portugal-poland,2002-06-10,2002,GROUP_STAGE,Portugal,Poland,HOME,4,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.632,0.234,0.134,2.75,0.91,0.632,1,0.5489,0.2508,0.2002,2.33,1.04,0.5489,1
wc2002-denmark-france,2002-06-11,2002,GROUP_STAGE,Denmark,France,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.3984,0.2736,0.328,2.49,1.37,0.3984,1,0.3854,0.2785,0.336,2.15,1.36,0.3854,1
wc2002-senegal-uruguay,2002-06-11,2002,GROUP_STAGE,Senegal,Uruguay,DRAW,3,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4146,0.2579,0.3275,2.63,1.57,0.4146,0,0.3968,0.2675,0.3357,2.25,1.5,0.3968,0
wc2002-saudi-arabia-republic-of-ireland,2002-06-11,2002,GROUP_STAGE,Saudi Arabia,Republic of Ireland,AWAY,0,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4873,0.2149,0.2978,3.6,1.75,0.4873,0,0.4476,0.2374,0.3149,2.93,1.63,0.4476,0
wc2002-cameroon-germany,2002-06-11,2002,GROUP_STAGE,Cameroon,Germany,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.2984,0.2183,0.4833,2.1,1.79,0.4833,1,0.3154,0.2398,0.4448,1.88,1.66,0.4448,1
wc2002-sweden-argentina,2002-06-12,2002,GROUP_STAGE,Sweden,Argentina,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.275,0.2113,0.5137,1.85,1.81,0.5137,0,0.299,0.2349,0.466,1.7,1.67,0.466,0
wc2002-nigeria-england,2002-06-12,2002,GROUP_STAGE,Nigeria,England,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.2795,0.2028,0.5177,1.82,1.84,0.5177,0,0.3022,0.229,0.4688,1.68,1.69,0.4688,0
wc2002-south-africa-spain,2002-06-12,2002,GROUP_STAGE,South Africa,Spain,AWAY,2,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4295,0.2116,0.3589,3.6,1.62,0.4295,0,0.4072,0.2351,0.3577,2.93,1.54,0.4072,0
wc2002-slovenia-paraguay,2002-06-12,2002,GROUP_STAGE,Slovenia,Paraguay,AWAY,1,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.3979,0.2876,0.3145,2.17,1.41,0.3979,0,0.3851,0.2883,0.3266,1.92,1.39,0.3851,0
wc2002-costa-rica-brazil,2002-06-13,2002,GROUP_STAGE,Costa Rica,Brazil,AWAY,2,5,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4144,0.2128,0.3728,3.54,1.69,0.4144,0,0.3966,0.236,0.3674,2.88,1.59,0.3966,0
wc2002-t-rkiye-china-pr,2002-06-13,2002,GROUP_STAGE,Türkiye,China PR,HOME,3,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4873,0.2149,0.2978,3.6,1.75,0.4873,1,0.4476,0.2374,0.3149,2.93,1.63,0.4476,1
wc2002-mexico-italy,2002-06-13,2002,GROUP_STAGE,Mexico,Italy,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.3908,0.2846,0.3246,2.62,1.6,0.3908,0,0.3801,0.2862,0.3337,2.24,1.52,0.3801,0
wc2002-ecuador-croatia,2002-06-13,2002,GROUP_STAGE,Ecuador,Croatia,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.3125,0.2188,0.4687,2.15,1.59,0.4687,0,0.3253,0.2402,0.4345,1.91,1.52,0.4345,0
wc2002-tunisia-japan,2002-06-14,2002,GROUP_STAGE,Tunisia,Japan,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4388,0.2302,0.331,2.72,1.45,0.4388,0,0.4137,0.2481,0.3381,2.31,1.42,0.4137,0
wc2002-belgium-russia,2002-06-14,2002,GROUP_STAGE,Belgium,Russia,HOME,3,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.7091,0.1762,0.1147,2.68,0.89,0.7091,1,0.6029,0.2103,0.1867,2.28,1.03,0.6029,1
wc2002-portugal-korea-republic,2002-06-14,2002,GROUP_STAGE,Portugal,Korea Republic,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.5213,0.2372,0.2415,2.85,1.46,0.5213,0,0.4714,0.253,0.2755,2.4,1.43,0.4714,0
wc2002-poland-united-states,2002-06-14,2002,GROUP_STAGE,Poland,United States,HOME,3,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4795,0.2289,0.2916,2.83,1.84,0.4795,1,0.4422,0.2472,0.3106,2.39,1.69,0.4422,1
wc2002-germany-paraguay,2002-06-15,2002,LAST_16,Germany,Paraguay,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.7085,0.1832,0.1083,3.14,0.83,0.7085,1,0.6025,0.2152,0.1823,2.6,0.99,0.6025,1
wc2002-denmark-england,2002-06-15,2002,LAST_16,Denmark,England,AWAY,0,3,0.355,0.29,0.355,1.35,1.35,0.355,1,0.418,0.2791,0.3029,2.65,1.38,0.418,0,0.3991,0.2824,0.3185,2.26,1.37,0.3991,0
wc2002-sweden-senegal,2002-06-16,2002,LAST_16,Sweden,Senegal,AWAY,1,2,0.355,0.29,0.355,1.35,1.35,0.355,1,0.434,0.2428,0.3232,2.68,1.52,0.434,0,0.4103,0.257,0.3327,2.28,1.47,0.4103,0
wc2002-spain-republic-of-ireland,2002-06-16,2002,LAST_16,Spain,Republic of Ireland,DRAW,1,1,0.355,0.29,0.355,1.35,1.35,0.355,0,0.5195,0.2421,0.2384,2.78,1.44,0.5195,0,0.4702,0.2565,0.2734,2.35,1.41,0.4702,0
wc2002-mexico-united-states,2002-06-17,2002,LAST_16,Mexico,United States,AWAY,0,2,0.355,0.29,0.355,1.35,1.35,0.355,1,0.5026,0.2437,0.2537,2.93,1.6,0.5026,0,0.4583,0.2576,0.2841,2.46,1.53,0.4583,0
wc2002-brazil-belgium,2002-06-17,2002,LAST_16,Brazil,Belgium,HOME,2,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.451,0.2448,0.3042,2.68,1.5,0.451,1,0.4222,0.2584,0.3194,2.28,1.45,0.4222,1
wc2002-japan-t-rkiye,2002-06-18,2002,LAST_16,Japan,Türkiye,AWAY,0,1,0.355,0.29,0.355,1.35,1.35,0.355,1,0.4635,0.2345,0.302,2.48,1.84,0.4635,0,0.431,0.2512,0.3179,2.14,1.69,0.431,0
wc2002-korea-republic-italy,2002-06-18,2002,LAST_16,Korea Republic,Italy,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0,0.4255,0.2127,0.3618,3.53,1.6,0.4255,1,0.4044,0.2359,0.3598,2.88,1.53,0.4044,1
wc2002-england-brazil,2002-06-21,2002,QUARTER_FINAL,England,Brazil,AWAY,1,2,0.355,0.29,0.355,1.35,1.35,0.355,1,0.3922,0.2759,0.3319,2.45,1.39,0.3922,0,0.381,0.2801,0.3388,2.12,1.38,0.381,0
wc2002-germany-united-states,2002-06-21,2002,QUARTER_FINAL,Germany,United States,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.5164,0.2392,0.2444,3.06,1.53,0.5164,1,0.468,0.2544,0.2776,2.55,1.48,0.468,1
wc2002-spain-korea-republic,2002-06-22,2002,QUARTER_FINAL,Spain,Korea Republic,DRAW,0,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.5195,0.2421,0.2384,2.78,1.44,0.5195,0,0.4702,0.2565,0.2734,2.35,1.41,0.4702,0
wc2002-senegal-t-rkiye,2002-06-22,2002,QUARTER_FINAL,Senegal,Türkiye,AWAY,0,1,0.355,0.29,0.355,1.35,1.35,0.355,1,0.4794,0.2447,0.2759,2.58,1.61,0.4794,0,0.4421,0.2583,0.2996,2.21,1.53,0.4421,0
wc2002-germany-korea-republic,2002-06-25,2002,SEMI_FINAL,Germany,Korea Republic,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.5164,0.2392,0.2444,3.06,1.53,0.5164,1,0.468,0.2544,0.2776,2.55,1.48,0.468,1
wc2002-germany-brazil,2002-06-30,2002,FINAL,Germany,Brazil,AWAY,0,2,0.355,0.29,0.355,1.35,1.35,0.355,1,0.3436,0.2727,0.3837,2.36,1.53,0.3837,1,0.347,0.2779,0.3751,2.06,1.48,0.3751,1
wc2006-germany-costa-rica,2006-06-09,2006,GROUP_STAGE,Germany,Costa Rica,HOME,4,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.5186,0.2367,0.2447,3.13,1.53,0.5186,1,0.4696,0.2527,0.2777,2.6,1.48,0.4696,1
wc2006-poland-ecuador,2006-06-09,2006,GROUP_STAGE,Poland,Ecuador,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.5519,0.2406,0.2075,2.86,0.96,0.5519,0,0.4929,0.2554,0.2517,2.41,1.08,0.4929,0
wc2006-england-paraguay,2006-06-10,2006,GROUP_STAGE,England,Paraguay,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.7165,0.1734,0.1101,2.7,0.73,0.7165,1,0.6081,0.2084,0.1835,2.3,0.92,0.6081,1
wc2006-trinidad-and-tobago-sweden,2006-06-10,2006,GROUP_STAGE,Trinidad and Tobago,Sweden,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4548,0.2083,0.3369,3.65,1.56,0.4548,0,0.4249,0.2328,0.3423,2.96,1.5,0.4249,0
wc2006-argentina-c-te-divoire,2006-06-10,2006,GROUP_STAGE,Argentina,Côte d'Ivoire,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.5266,0.2342,0.2392,2.87,1.46,0.5266,1,0.4752,0.2509,0.2739,2.41,1.43,0.4752,1
wc2006-serbia-and-montenegro-netherlands,2006-06-11,2006,GROUP_STAGE,Serbia and Montenegro,Netherlands,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.3297,0.2412,0.4291,2.04,1.47,0.4291,1,0.3373,0.2558,0.4068,1.83,1.43,0.4068,1
wc2006-mexico-ir-iran,2006-06-11,2006,GROUP_STAGE,Mexico,IR Iran,HOME,3,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.505,0.2412,0.2538,3.01,1.6,0.505,1,0.46,0.2558,0.2841,2.51,1.52,0.46,1
wc2006-angola-portugal,2006-06-11,2006,GROUP_STAGE,Angola,Portugal,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.181,0.1648,0.6542,1.72,2.4,0.6542,1,0.2332,0.2024,0.5644,1.61,2.08,0.5644,1
wc2006-australia-japan,2006-06-12,2006,GROUP_STAGE,Australia,Japan,HOME,3,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4083,0.2591,0.3326,2.22,1.37,0.4083,1,0.3923,0.2684,0.3393,1.96,1.36,0.3923,1
wc2006-united-states-czech-republic,2006-06-12,2006,GROUP_STAGE,United States,Czech Republic,AWAY,0,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4873,0.2149,0.2978,3.6,1.75,0.4873,0,0.4476,0.2374,0.3149,2.93,1.63,0.4476,0
wc2006-italy-ghana,2006-06-12,2006,GROUP_STAGE,Italy,Ghana,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.77,0.1349,0.0951,3.17,0.76,0.77,1,0.6455,0.1814,0.173,2.62,0.94,0.6455,1
wc2006-korea-republic-togo,2006-06-13,2006,GROUP_STAGE,Korea Republic,Togo,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4783,0.2357,0.286,2.41,1.57,0.4783,1,0.4413,0.252,0.3066,2.09,1.5,0.4413,1
wc2006-france-switzerland,2006-06-13,2006,GROUP_STAGE,France,Switzerland,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.6684,0.1961,0.1355,2.82,0.98,0.6684,0,0.5744,0.2243,0.2013,2.38,1.09,0.5744,0
wc2006-brazil-croatia,2006-06-13,2006,GROUP_STAGE,Brazil,Croatia,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.6777,0.1733,0.149,2.81,1.21,0.6777,1,0.5809,0.2083,0.2107,2.37,1.25,0.5809,1
wc2006-spain-ukraine,2006-06-14,2006,GROUP_STAGE,Spain,Ukraine,HOME,4,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.6808,0.2036,0.1156,2.84,0.78,0.6808,1,0.5831,0.2295,0.1874,2.39,0.95,0.5831,1
wc2006-tunisia-saudi-arabia,2006-06-14,2006,GROUP_STAGE,Tunisia,Saudi Arabia,DRAW,2,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4921,0.2258,0.2821,2.95,1.74,0.4921,0,0.451,0.2451,0.3039,2.47,1.62,0.451,0
wc2006-germany-poland,2006-06-14,2006,GROUP_STAGE,Germany,Poland,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.6201,0.2384,0.1415,3.24,0.91,0.6201,1,0.5406,0.2539,0.2055,2.67,1.04,0.5406,1
wc2006-ecuador-costa-rica,2006-06-15,2006,GROUP_STAGE,Ecuador,Costa Rica,HOME,3,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4743,0.2432,0.2825,2.81,1.74,0.4743,1,0.4385,0.2572,0.3042,2.37,1.62,0.4385,1
wc2006-england-trinidad-and-tobago,2006-06-15,2006,GROUP_STAGE,England,Trinidad and Tobago,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.5254,0.2365,0.2381,2.87,1.45,0.5254,1,0.4743,0.2526,0.2731,2.41,1.42,0.4743,1
wc2006-sweden-paraguay,2006-06-15,2006,GROUP_STAGE,Sweden,Paraguay,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.6149,0.2242,0.1609,2.86,0.94,0.6149,1,0.537,0.2439,0.2191,2.41,1.06,0.537,1
wc2006-argentina-serbia-and-montenegro,2006-06-16,2006,GROUP_STAGE,Argentina,Serbia and Montenegro,HOME,6,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.704,0.1711,0.1249,2.85,0.84,0.704,1,0.5993,0.2068,0.1939,2.4,0.99,0.5993,1
wc2006-netherlands-c-te-divoire,2006-06-16,2006,GROUP_STAGE,Netherlands,Côte d'Ivoire,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.5213,0.2384,0.2403,2.88,1.46,0.5213,1,0.4714,0.2539,0.2747,2.42,1.43,0.4714,1
wc2006-mexico-angola,2006-06-16,2006,GROUP_STAGE,Mexico,Angola,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.7865,0.1405,0.073,3.87,1.07,0.7865,0,0.6571,0.1854,0.1575,3.11,1.15,0.6571,0
wc2006-portugal-ir-iran,2006-06-17,2006,GROUP_STAGE,Portugal,IR Iran,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.5213,0.2372,0.2415,2.85,1.46,0.5213,1,0.4714,0.253,0.2755,2.4,1.43,0.4714,1
wc2006-czech-republic-ghana,2006-06-17,2006,GROUP_STAGE,Czech Republic,Ghana,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4927,0.2097,0.2976,3.64,1.39,0.4927,0,0.4514,0.2338,0.3148,2.95,1.38,0.4514,0
wc2006-italy-united-states,2006-06-17,2006,GROUP_STAGE,Italy,United States,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.5255,0.2363,0.2382,2.87,1.44,0.5255,0,0.4744,0.2524,0.2732,2.41,1.41,0.4744,0
wc2006-japan-croatia,2006-06-18,2006,GROUP_STAGE,Japan,Croatia,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.3697,0.2676,0.3627,2.15,1.58,0.3697,0,0.3653,0.2743,0.3603,1.91,1.51,0.3653,0
wc2006-brazil-australia,2006-06-18,2006,GROUP_STAGE,Brazil,Australia,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.6969,0.177,0.1261,2.75,1.11,0.6969,1,0.5944,0.2109,0.1947,2.33,1.18,0.5944,1
wc2006-france-korea-republic,2006-06-18,2006,GROUP_STAGE,France,Korea Republic,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.5255,0.2356,0.2389,2.87,1.46,0.5255,0,0.4744,0.2519,0.2737,2.41,1.43,0.4744,0
wc2006-togo-switzerland,2006-06-19,2006,GROUP_STAGE,Togo,Switzerland,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.1944,0.1826,0.623,1.75,2.24,0.623,1,0.2426,0.2148,0.5425,1.63,1.97,0.5425,1
wc2006-saudi-arabia-ukraine,2006-06-19,2006,GROUP_STAGE,Saudi Arabia,Ukraine,AWAY,0,4,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4557,0.2068,0.3375,3.65,1.52,0.4557,0,0.4255,0.2318,0.3427,2.96,1.47,0.4255,0
wc2006-spain-tunisia,2006-06-19,2006,GROUP_STAGE,Spain,Tunisia,HOME,3,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.6945,0.1884,0.1171,2.81,0.83,0.6945,1,0.5927,0.2189,0.1884,2.37,0.99,0.5927,1
wc2006-costa-rica-poland,2006-06-20,2006,GROUP_STAGE,Costa Rica,Poland,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4538,0.2088,0.3374,3.65,1.56,0.4538,0,0.4242,0.2332,0.3426,2.96,1.5,0.4242,0
wc2006-ecuador-germany,2006-06-20,2006,GROUP_STAGE,Ecuador,Germany,AWAY,0,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.2947,0.2208,0.4845,2.14,1.84,0.4845,1,0.3128,0.2416,0.4456,1.9,1.69,0.4456,1
wc2006-paraguay-trinidad-and-tobago,2006-06-20,2006,GROUP_STAGE,Paraguay,Trinidad and Tobago,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4777,0.2414,0.2809,2.81,1.7,0.4777,1,0.4409,0.256,0.3031,2.37,1.59,0.4409,1
wc2006-sweden-england,2006-06-20,2006,GROUP_STAGE,Sweden,England,DRAW,2,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.3465,0.2214,0.4321,2.24,1.37,0.4321,0,0.3491,0.242,0.4089,1.97,1.36,0.4089,0
wc2006-portugal-mexico,2006-06-21,2006,GROUP_STAGE,Portugal,Mexico,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.5295,0.2183,0.2522,2.97,1.23,0.5295,1,0.4772,0.2398,0.283,2.48,1.27,0.4772,1
wc2006-ir-iran-angola,2006-06-21,2006,GROUP_STAGE,IR Iran,Angola,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.474,0.2287,0.2973,2.47,1.57,0.474,0,0.4383,0.2471,0.3146,2.13,1.5,0.4383,0
wc2006-c-te-divoire-serbia-and-montenegro,2006-06-21,2006,GROUP_STAGE,Côte d'Ivoire,Serbia and Montenegro,HOME,3,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4579,0.2094,0.3327,3.69,1.52,0.4579,1,0.4271,0.2336,0.3393,2.99,1.47,0.4271,1
wc2006-netherlands-argentina,2006-06-21,2006,GROUP_STAGE,Netherlands,Argentina,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4033,0.2827,0.314,2.51,1.42,0.4033,0,0.3888,0.2849,0.3262,2.16,1.4,0.3888,0
wc2006-ghana-united-states,2006-06-22,2006,GROUP_STAGE,Ghana,United States,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4449,0.2396,0.3155,2.71,2.07,0.4449,1,0.418,0.2547,0.3273,2.3,1.85,0.418,1
wc2006-czech-republic-italy,2006-06-22,2006,GROUP_STAGE,Czech Republic,Italy,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4277,0.2099,0.3624,3.6,1.6,0.4277,0,0.4059,0.2339,0.3601,2.93,1.52,0.4059,0
wc2006-japan-brazil,2006-06-22,2006,GROUP_STAGE,Japan,Brazil,AWAY,1,4,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.2192,0.2031,0.5777,1.44,2.25,0.5777,1,0.26,0.2292,0.5108,1.41,1.98,0.5108,1
wc2006-croatia-australia,2006-06-22,2006,GROUP_STAGE,Croatia,Australia,DRAW,2,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.6423,0.22,0.1377,2.92,1.17,0.6423,0,0.5561,0.241,0.2028,2.45,1.22,0.5561,0
wc2006-saudi-arabia-spain,2006-06-23,2006,GROUP_STAGE,Saudi Arabia,Spain,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4295,0.2116,0.3589,3.6,1.62,0.4295,0,0.4072,0.2351,0.3577,2.93,1.54,0.4072,0
wc2006-ukraine-tunisia,2006-06-23,2006,GROUP_STAGE,Ukraine,Tunisia,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4881,0.2096,0.3023,2.85,1.42,0.4881,1,0.4482,0.2337,0.3181,2.4,1.4,0.4482,1
wc2006-togo-france,2006-06-23,2006,GROUP_STAGE,Togo,France,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.1641,0.1594,0.6765,1.55,2.58,0.6765,1,0.2214,0.1986,0.58,1.49,2.21,0.58,1
wc2006-switzerland-korea-republic,2006-06-23,2006,GROUP_STAGE,Switzerland,Korea Republic,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4905,0.2441,0.2654,2.72,1.61,0.4905,1,0.4499,0.2579,0.2922,2.31,1.53,0.4499,1
wc2006-germany-sweden,2006-06-24,2006,LAST_16,Germany,Sweden,HOME,2,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.6226,0.2289,0.1485,3.29,0.91,0.6226,1,0.5423,0.2472,0.2105,2.71,1.04,0.5423,1
wc2006-argentina-mexico,2006-06-24,2006,LAST_16,Argentina,Mexico,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0,0.6647,0.1884,0.1469,2.88,1.1,0.6647,1,0.5718,0.2189,0.2093,2.42,1.18,0.5718,1
wc2006-england-ecuador,2006-06-25,2006,LAST_16,England,Ecuador,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.7143,0.1788,0.1069,2.87,0.75,0.7143,1,0.6065,0.2122,0.1813,2.41,0.93,0.6065,1
