matchId,date,year,stage,homeTeam,awayTeam,actualOutcome,homeScore,awayScore,elo_homeWin,elo_draw,elo_awayWin,elo_xgHome,elo_xgAway,elo_confidence,elo_correct,ml_homeWin,ml_draw,ml_awayWin,ml_xgHome,ml_xgAway,ml_confidence,ml_correct,ensemble_homeWin,ensemble_draw,ensemble_awayWin,ensemble_xgHome,ensemble_xgAway,ensemble_confidence,ensemble_correct
wc2006-portugal-netherlands,2006-06-25,2006,LAST_16,Portugal,Netherlands,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.4403,0.2697,0.29,2.65,1.32,0.4403,1,0.4147,0.2758,0.3095,2.26,1.33,0.4147,1
wc2006-italy-australia,2006-06-26,2006,LAST_16,Italy,Australia,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.6783,0.1938,0.1279,2.75,1.07,0.6783,1,0.5813,0.2227,0.196,2.33,1.15,0.5813,1
wc2006-switzerland-ukraine,2006-06-26,2006,LAST_16,Switzerland,Ukraine,DRAW,0,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.5843,0.2598,0.1559,2.73,0.96,0.5843,0,0.5155,0.2689,0.2156,2.32,1.08,0.5155,0
wc2006-brazil-ghana,2006-06-27,2006,LAST_16,Brazil,Ghana,HOME,3,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.7847,0.1317,0.0836,3.52,0.77,0.7847,1,0.6558,0.1792,0.165,2.87,0.94,0.6558,1
wc2006-spain-france,2006-06-27,2006,LAST_16,Spain,France,AWAY,1,3,0.355,0.29,0.355,1.35,1.35,0.355,1,0.4307,0.2691,0.3002,2.68,1.23,0.4307,0,0.408,0.2754,0.3166,2.28,1.27,0.408,0
wc2006-germany-argentina,2006-06-30,2006,QUARTER_FINAL,Germany,Argentina,DRAW,1,1,0.355,0.29,0.355,1.35,1.35,0.355,0,0.3692,0.265,0.3658,2.55,1.53,0.3692,0,0.3649,0.2725,0.3626,2.19,1.48,0.3649,0
wc2006-italy-ukraine,2006-06-30,2006,QUARTER_FINAL,Italy,Ukraine,HOME,3,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.6966,0.1937,0.1097,2.9,0.78,0.6966,1,0.5941,0.2226,0.1833,2.44,0.95,0.5941,1
wc2006-england-portugal,2006-07-01,2006,QUARTER_FINAL,England,Portugal,DRAW,0,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.5404,0.2296,0.23,3.01,1.09,0.5404,0,0.4848,0.2477,0.2675,2.51,1.17,0.4848,0
wc2006-brazil-france,2006-07-01,2006,QUARTER_FINAL,Brazil,France,AWAY,0,1,0.355,0.29,0.355,1.35,1.35,0.355,1,0.5295,0.2175,0.253,2.85,1.29,0.5295,0,0.4772,0.2393,0.2836,2.4,1.31,0.4772,0
wc2006-germany-italy,2006-07-04,2006,SEMI_FINAL,Germany,Italy,AWAY,0,2,0.355,0.29,0.355,1.35,1.35,0.355,1,0.4188,0.2831,0.2981,2.76,1.37,0.4188,0,0.3997,0.2852,0.3152,2.34,1.36,0.3997,0
wc2006-portugal-france,2006-07-05,2006,SEMI_FINAL,Portugal,France,AWAY,0,1,0.355,0.29,0.355,1.35,1.35,0.355,1,0.4027,0.2856,0.3117,2.41,1.31,0.4027,0,0.3884,0.2869,0.3247,2.09,1.32,0.3884,0
wc2006-italy-france,2006-07-09,2006,FINAL,Italy,France,DRAW,1,1,0.355,0.29,0.355,1.35,1.35,0.355,0,0.4379,0.2657,0.2964,2.67,1.22,0.4379,0,0.413,0.273,0.314,2.27,1.26,0.413,0
wc2010-south-africa-mexico,2010-06-11,2010,GROUP_STAGE,South Africa,Mexico,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.445,0.207,0.348,3.69,1.58,0.445,0,0.418,0.2319,0.35,2.99,1.51,0.418,0
wc2010-uruguay-france,2010-06-11,2010,GROUP_STAGE,Uruguay,France,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.357,0.2611,0.3819,2.41,1.59,0.3819,0,0.3564,0.2698,0.3738,2.09,1.52,0.3738,0
wc2010-korea-republic-greece,2010-06-12,2010,GROUP_STAGE,Korea Republic,Greece,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4758,0.2051,0.3191,3.59,1.41,0.4758,1,0.4396,0.2306,0.3298,2.92,1.39,0.4396,1
wc2010-argentina-nigeria,2010-06-12,2010,GROUP_STAGE,Argentina,Nigeria,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.7076,0.1762,0.1162,2.72,0.82,0.7076,1,0.6019,0.2103,0.1878,2.31,0.98,0.6019,1
wc2010-england-united-states,2010-06-12,2010,GROUP_STAGE,England,United States,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.5254,0.2365,0.2381,2.87,1.45,0.5254,0,0.4743,0.2526,0.2731,2.41,1.42,0.4743,0
wc2010-algeria-slovenia,2010-06-13,2010,GROUP_STAGE,Algeria,Slovenia,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.6657,0.1937,0.1406,2.84,0.9,0.6657,0,0.5725,0.2226,0.2049,2.39,1.03,0.5725,0
wc2010-serbia-ghana,2010-06-13,2010,GROUP_STAGE,Serbia,Ghana,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.711,0.1667,0.1223,2.47,0.89,0.711,0,0.6042,0.2037,0.1921,2.13,1.03,0.6042,0
wc2010-germany-australia,2010-06-13,2010,GROUP_STAGE,Germany,Australia,HOME,4,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.6633,0.2072,0.1295,3.08,1.1,0.6633,1,0.5708,0.232,0.1971,2.56,1.17,0.5708,1
wc2010-netherlands-denmark,2010-06-14,2010,GROUP_STAGE,Netherlands,Denmark,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4873,0.2519,0.2608,2.93,1.28,0.4873,1,0.4476,0.2633,0.289,2.46,1.3,0.4476,1
wc2010-japan-cameroon,2010-06-14,2010,GROUP_STAGE,Japan,Cameroon,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.5462,0.2415,0.2123,2.61,0.95,0.5462,1,0.4889,0.2561,0.2551,2.23,1.07,0.4889,1
wc2010-italy-paraguay,2010-06-14,2010,GROUP_STAGE,Italy,Paraguay,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.7168,0.1738,0.1094,2.7,0.73,0.7168,0,0.6083,0.2087,0.183,2.3,0.92,0.6083,0
wc2010-new-zealand-slovakia,2010-06-15,2010,GROUP_STAGE,New Zealand,Slovakia,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4793,0.2007,0.32,3.59,1.4,0.4793,0,0.442,0.2275,0.3304,2.92,1.38,0.442,0
wc2010-c-te-divoire-portugal,2010-06-15,2010,GROUP_STAGE,Côte d'Ivoire,Portugal,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4368,0.2087,0.3545,3.67,1.6,0.4368,0,0.4123,0.2331,0.3546,2.97,1.52,0.4123,0
wc2010-brazil-korea-dpr,2010-06-15,2010,GROUP_STAGE,Brazil,Korea DPR,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.525,0.233,0.242,2.78,1.51,0.525,1,0.474,0.2501,0.2758,2.35,1.46,0.474,1
wc2010-honduras-chile,2010-06-16,2010,GROUP_STAGE,Honduras,Chile,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.2893,0.2274,0.4833,1.85,1.47,0.4833,1,0.309,0.2462,0.4448,1.7,1.43,0.4448,1
wc2010-spain-switzerland,2010-06-16,2010,GROUP_STAGE,Spain,Switzerland,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.6004,0.2205,0.1791,2.88,0.98,0.6004,0,0.5268,0.2414,0.2318,2.42,1.09,0.5268,0
wc2010-south-africa-uruguay,2010-06-16,2010,GROUP_STAGE,South Africa,Uruguay,AWAY,0,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4466,0.2106,0.3428,3.69,1.58,0.4466,0,0.4192,0.2344,0.3464,2.99,1.51,0.4192,0
wc2010-argentina-korea-republic,2010-06-17,2010,GROUP_STAGE,Argentina,Korea Republic,HOME,4,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.5266,0.2342,0.2392,2.87,1.46,0.5266,1,0.4752,0.2509,0.2739,2.41,1.43,0.4752,1
wc2010-greece-nigeria,2010-06-17,2010,GROUP_STAGE,Greece,Nigeria,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.3928,0.2678,0.3394,2.44,1.52,0.3928,1,0.3815,0.2745,0.344,2.11,1.47,0.3815,1
wc2010-france-mexico,2010-06-17,2010,GROUP_STAGE,France,Mexico,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.655,0.1922,0.1528,2.93,1.1,0.655,0,0.565,0.2215,0.2134,2.46,1.17,0.565,0
wc2010-germany-serbia,2010-06-18,2010,GROUP_STAGE,Germany,Serbia,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.6133,0.2151,0.1716,3.29,0.92,0.6133,0,0.5358,0.2376,0.2266,2.71,1.05,0.5358,0
wc2010-slovenia-united-states,2010-06-18,2010,GROUP_STAGE,Slovenia,United States,DRAW,2,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4446,0.2403,0.3151,2.7,2.07,0.4446,0,0.4178,0.2552,0.327,2.3,1.85,0.4178,0
wc2010-england-algeria,2010-06-18,2010,GROUP_STAGE,England,Algeria,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.6836,0.1905,0.1259,2.71,0.9,0.6836,0,0.5851,0.2204,0.1946,2.3,1.03,0.5851,0
wc2010-netherlands-japan,2010-06-19,2010,GROUP_STAGE,Netherlands,Japan,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.6396,0.2177,0.1427,2.77,0.99,0.6396,1,0.5543,0.2394,0.2063,2.34,1.1,0.5543,1
wc2010-ghana-australia,2010-06-19,2010,GROUP_STAGE,Ghana,Australia,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.3495,0.2672,0.3833,2.15,1.67,0.3833,0,0.3512,0.274,0.3747,1.91,1.57,0.3747,0
wc2010-cameroon-denmark,2010-06-19,2010,GROUP_STAGE,Cameroon,Denmark,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.2949,0.2212,0.4839,1.95,1.69,0.4839,1,0.313,0.2418,0.4452,1.77,1.59,0.4452,1
wc2010-slovakia-paraguay,2010-06-20,2010,GROUP_STAGE,Slovakia,Paraguay,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4285,0.2833,0.2882,2.47,1.4,0.4285,0,0.4065,0.2853,0.3082,2.13,1.38,0.4065,0
wc2010-italy-new-zealand,2010-06-20,2010,GROUP_STAGE,Italy,New Zealand,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.5255,0.2363,0.2382,2.87,1.44,0.5255,0,0.4744,0.2524,0.2732,2.41,1.41,0.4744,0
wc2010-brazil-c-te-divoire,2010-06-20,2010,GROUP_STAGE,Brazil,Côte d'Ivoire,HOME,3,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.525,0.233,0.242,2.78,1.51,0.525,1,0.474,0.2501,0.2758,2.35,1.46,0.474,1
wc2010-portugal-korea-dpr,2010-06-21,2010,GROUP_STAGE,Portugal,Korea DPR,HOME,7,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.5213,0.2372,0.2415,2.85,1.46,0.5213,1,0.4714,0.253,0.2755,2.4,1.43,0.4714,1
wc2010-chile-switzerland,2010-06-21,2010,GROUP_STAGE,Chile,Switzerland,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.3698,0.216,0.4142,2.39,1.59,0.4142,0,0.3654,0.2382,0.3964,2.08,1.52,0.3964,0
wc2010-spain-honduras,2010-06-21,2010,GROUP_STAGE,Spain,Honduras,HOME,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.7836,0.134,0.0824,3.26,0.88,0.7836,1,0.655,0.1808,0.1641,2.69,1.02,0.655,1
wc2010-mexico-uruguay,2010-06-22,2010,GROUP_STAGE,Mexico,Uruguay,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4517,0.2428,0.3055,3.06,1.55,0.4517,0,0.4227,0.257,0.3203,2.55,1.49,0.4227,0
wc2010-france-south-africa,2010-06-22,2010,GROUP_STAGE,France,South Africa,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.5255,0.2356,0.2389,2.87,1.46,0.5255,0,0.4744,0.2519,0.2737,2.41,1.43,0.4744,0
wc2010-nigeria-korea-republic,2010-06-22,2010,GROUP_STAGE,Nigeria,Korea Republic,DRAW,2,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4938,0.2277,0.2785,2.95,1.74,0.4938,0,0.4522,0.2464,0.3014,2.47,1.62,0.4522,0
wc2010-greece-argentina,2010-06-22,2010,GROUP_STAGE,Greece,Argentina,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.2086,0.1966,0.5948,1.46,1.82,0.5948,1,0.2526,0.2246,0.5228,1.43,1.68,0.5228,1
wc2010-slovenia-england,2010-06-23,2010,GROUP_STAGE,Slovenia,England,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.209,0.1841,0.6069,1.42,1.58,0.6069,1,0.2528,0.2159,0.5313,1.4,1.51,0.5313,1
wc2010-united-states-algeria,2010-06-23,2010,GROUP_STAGE,United States,Algeria,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4641,0.2033,0.3326,3.65,1.51,0.4641,1,0.4314,0.2293,0.3393,2.96,1.46,0.4314,1
wc2010-ghana-germany,2010-06-23,2010,GROUP_STAGE,Ghana,Germany,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.2222,0.2074,0.5704,1.67,1.99,0.5704,1,0.2621,0.2322,0.5057,1.57,1.8,0.5057,1
wc2010-australia-serbia,2010-06-23,2010,GROUP_STAGE,Australia,Serbia,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4123,0.2566,0.3311,2.36,1.45,0.4123,1,0.3951,0.2666,0.3382,2.06,1.42,0.3951,1
wc2010-paraguay-new-zealand,2010-06-24,2010,GROUP_STAGE,Paraguay,New Zealand,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4777,0.2414,0.2809,2.81,1.7,0.4777,0,0.4409,0.256,0.3031,2.37,1.59,0.4409,0
wc2010-slovakia-italy,2010-06-24,2010,GROUP_STAGE,Slovakia,Italy,HOME,3,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.2432,0.2142,0.5426,1.68,1.49,0.5426,0,0.2768,0.2369,0.4863,1.58,1.45,0.4863,0
wc2010-denmark-japan,2010-06-24,2010,GROUP_STAGE,Denmark,Japan,AWAY,1,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.6164,0.2268,0.1568,2.86,1.06,0.6164,0,0.538,0.2458,0.2162,2.41,1.15,0.538,0
wc2010-cameroon-netherlands,2010-06-24,2010,GROUP_STAGE,Cameroon,Netherlands,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.2622,0.2287,0.5091,1.68,1.87,0.5091,1,0.2901,0.2471,0.4628,1.58,1.71,0.4628,1
wc2010-portugal-brazil,2010-06-25,2010,GROUP_STAGE,Portugal,Brazil,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.3586,0.2676,0.3738,2.22,1.41,0.3738,0,0.3576,0.2743,0.3681,1.96,1.39,0.3681,0
wc2010-korea-dpr-c-te-divoire,2010-06-25,2010,GROUP_STAGE,Korea DPR,Côte d'Ivoire,AWAY,0,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4873,0.2149,0.2978,3.6,1.75,0.4873,0,0.4476,0.2374,0.3149,2.93,1.63,0.4476,0
wc2010-chile-spain,2010-06-25,2010,GROUP_STAGE,Chile,Spain,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.2957,0.2063,0.498,1.89,1.75,0.498,1,0.3135,0.2314,0.455,1.73,1.63,0.455,1
wc2010-switzerland-honduras,2010-06-25,2010,GROUP_STAGE,Switzerland,Honduras,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.7586,0.1448,0.0966,3.02,1.08,0.7586,0,0.6376,0.1884,0.1741,2.52,1.16,0.6376,0
wc2010-uruguay-korea-republic,2010-06-26,2010,LAST_16,Uruguay,Korea Republic,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0,0.499,0.2439,0.2571,2.85,1.6,0.499,1,0.4558,0.2577,0.2865,2.4,1.53,0.4558,1
wc2010-united-states-ghana,2010-06-26,2010,LAST_16,United States,Ghana,AWAY,1,2,0.355,0.29,0.355,1.35,1.35,0.355,1,0.4918,0.2108,0.2974,3.57,1.39,0.4918,0,0.4508,0.2346,0.3147,2.9,1.38,0.4508,0
wc2010-germany-england,2010-06-27,2010,LAST_16,Germany,England,HOME,4,1,0.355,0.29,0.355,1.35,1.35,0.355,0,0.4148,0.2848,0.3004,2.76,1.37,0.4148,1,0.3969,0.2864,0.3168,2.34,1.36,0.3969,1
wc2010-argentina-mexico,2010-06-27,2010,LAST_16,Argentina,Mexico,HOME,3,1,0.355,0.29,0.355,1.35,1.35,0.355,0,0.6647,0.1884,0.1469,2.88,1.1,0.6647,1,0.5718,0.2189,0.2093,2.42,1.18,0.5718,1
wc2010-netherlands-slovakia,2010-06-28,2010,LAST_16,Netherlands,Slovakia,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0,0.7461,0.1558,0.0981,2.88,0.79,0.7461,1,0.6288,0.1961,0.1752,2.42,0.96,0.6288,1
wc2010-brazil-chile,2010-06-28,2010,LAST_16,Brazil,Chile,HOME,3,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.7257,0.1733,0.101,2.78,0.8,0.7257,1,0.6145,0.2083,0.1772,2.35,0.97,0.6145,1
wc2010-paraguay-japan,2010-06-29,2010,LAST_16,Paraguay,Japan,DRAW,0,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.3539,0.2668,0.3793,2.14,1.46,0.3793,0,0.3542,0.2738,0.372,1.9,1.43,0.372,0
wc2010-spain-portugal,2010-06-29,2010,LAST_16,Spain,Portugal,HOME,1,0,0.355,0.29,0.355,1.35,1.35,0.355,0,0.5067,0.2549,0.2384,2.98,1.1,0.5067,1,0.4612,0.2654,0.2734,2.49,1.18,0.4612,1
wc2010-netherlands-brazil,2010-07-02,2010,QUARTER_FINAL,Netherlands,Brazil,HOME,2,1,0.355,0.29,0.355,1.35,1.35,0.355,0,0.3649,0.2657,0.3694,2.38,1.41,0.3694,0,0.3619,0.273,0.3651,2.07,1.39,0.3651,0
wc2010-uruguay-ghana,2010-07-02,2010,QUARTER_FINAL,Uruguay,Ghana,DRAW,1,1,0.355,0.29,0.355,1.35,1.35,0.355,0,0.7567,0.1436,0.0997,3.05,0.88,0.7567,0,0.6362,0.1875,0.1763,2.54,1.02,0.6362,0
wc2010-argentina-germany,2010-07-03,2010,QUARTER_FINAL,Argentina,Germany,AWAY,0,4,0.355,0.29,0.355,1.35,1.35,0.355,1,0.621,0.202,0.177,2.87,1.36,0.621,0,0.5412,0.2284,0.2304,2.41,1.36,0.5412,0
wc2010-paraguay-spain,2010-07-03,2010,QUARTER_FINAL,Paraguay,Spain,AWAY,0,1,0.355,0.29,0.355,1.35,1.35,0.355,1,0.2429,0.24,0.5171,1.52,1.67,0.5171,1,0.2765,0.255,0.4685,1.47,1.57,0.4685,1
wc2010-uruguay-netherlands,2010-07-06,2010,SEMI_FINAL,Uruguay,Netherlands,AWAY,2,3,0.355,0.29,0.355,1.35,1.35,0.355,1,0.4012,0.2703,0.3285,2.72,1.63,0.4012,0,0.3873,0.2762,0.3365,2.31,1.55,0.3873,0
wc2010-germany-spain,2010-07-07,2010,SEMI_FINAL,Germany,Spain,AWAY,0,1,0.355,0.29,0.355,1.35,1.35,0.355,1,0.4191,0.2827,0.2982,2.76,1.42,0.4191,0,0.3999,0.2849,0.3152,2.34,1.4,0.3999,0
wc2010-netherlands-spain,2010-07-11,2010,FINAL,Netherlands,Spain,AWAY,0,1,0.355,0.29,0.355,1.35,1.35,0.355,1,0.4374,0.2796,0.283,2.68,1.3,0.4374,0,0.4127,0.2827,0.3046,2.28,1.32,0.4127,0
wc2014-brazil-croatia,2014-06-12,2014,GROUP_STAGE,Brazil,Croatia,HOME,3,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.6777,0.1733,0.149,2.81,1.21,0.6777,1,0.5809,0.2083,0.2107,2.37,1.25,0.5809,1
wc2014-mexico-cameroon,2014-06-13,2014,GROUP_STAGE,Mexico,Cameroon,HOME,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.6773,0.2027,0.12,2.93,0.89,0.6773,1,0.5806,0.2289,0.1904,2.46,1.03,0.5806,1
wc2014-spain-netherlands,2014-06-13,2014,GROUP_STAGE,Spain,Netherlands,AWAY,1,5,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4688,0.2579,0.2733,2.82,1.24,0.4688,0,0.4347,0.2675,0.2978,2.38,1.27,0.4347,0
wc2014-chile-australia,2014-06-13,2014,GROUP_STAGE,Chile,Australia,HOME,3,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.5037,0.2084,0.2879,2.92,1.41,0.5037,1,0.4591,0.2329,0.308,2.45,1.39,0.4591,1
wc2014-colombia-greece,2014-06-14,2014,GROUP_STAGE,Colombia,Greece,HOME,3,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.6818,0.1907,0.1275,2.53,0.92,0.6818,1,0.5838,0.2205,0.1957,2.18,1.05,0.5838,1
wc2014-uruguay-costa-rica,2014-06-14,2014,GROUP_STAGE,Uruguay,Costa Rica,AWAY,1,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.5015,0.2414,0.2571,2.93,1.6,0.5015,0,0.4576,0.256,0.2864,2.46,1.52,0.4576,0
wc2014-england-italy,2014-06-14,2014,GROUP_STAGE,England,Italy,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.453,0.2602,0.2868,2.78,1.25,0.453,0,0.4236,0.2691,0.3072,2.35,1.28,0.4236,0
wc2014-c-te-divoire-japan,2014-06-14,2014,GROUP_STAGE,Côte d'Ivoire,Japan,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4575,0.2082,0.3343,3.65,1.55,0.4575,1,0.4268,0.2327,0.3404,2.96,1.49,0.4268,1
wc2014-switzerland-ecuador,2014-06-15,2014,GROUP_STAGE,Switzerland,Ecuador,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.659,0.214,0.127,2.55,0.9,0.659,1,0.5678,0.2368,0.1953,2.19,1.03,0.5678,1
wc2014-france-honduras,2014-06-15,2014,GROUP_STAGE,France,Honduras,HOME,3,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.7901,0.1302,0.0797,3.42,0.89,0.7901,1,0.6596,0.1781,0.1622,2.8,1.03,0.6596,1
wc2014-argentina-bosnia-and-herzegovina,2014-06-15,2014,GROUP_STAGE,Argentina,Bosnia and Herzegovina,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.5266,0.2342,0.2392,2.87,1.46,0.5266,1,0.4752,0.2509,0.2739,2.41,1.43,0.4752,1
wc2014-germany-portugal,2014-06-16,2014,GROUP_STAGE,Germany,Portugal,HOME,4,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4558,0.2569,0.2873,3.09,1.33,0.4558,1,0.4256,0.2668,0.3076,2.57,1.34,0.4256,1
wc2014-ir-iran-nigeria,2014-06-16,2014,GROUP_STAGE,IR Iran,Nigeria,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4624,0.2019,0.3357,3.65,1.51,0.4624,0,0.4302,0.2283,0.3414,2.96,1.46,0.4302,0
wc2014-ghana-united-states,2014-06-16,2014,GROUP_STAGE,Ghana,United States,AWAY,1,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4449,0.2396,0.3155,2.71,2.07,0.4449,0,0.418,0.2547,0.3273,2.3,1.85,0.418,0
wc2014-belgium-algeria,2014-06-17,2014,GROUP_STAGE,Belgium,Algeria,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.7045,0.1735,0.122,2.7,0.94,0.7045,1,0.5997,0.2085,0.1918,2.3,1.06,0.5997,1
wc2014-brazil-mexico,2014-06-17,2014,GROUP_STAGE,Brazil,Mexico,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.6926,0.169,0.1384,2.82,1.04,0.6926,0,0.5914,0.2053,0.2033,2.38,1.13,0.5914,0
wc2014-russia-korea-republic,2014-06-17,2014,GROUP_STAGE,Russia,Korea Republic,DRAW,1,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4958,0.2283,0.2759,2.95,1.7,0.4958,0,0.4536,0.2468,0.2996,2.47,1.59,0.4536,0
wc2014-australia-netherlands,2014-06-18,2014,GROUP_STAGE,Australia,Netherlands,AWAY,2,3,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.29,0.207,0.503,1.79,1.74,0.503,1,0.3095,0.2319,0.4585,1.66,1.62,0.4585,1
wc2014-spain-chile,2014-06-18,2014,GROUP_STAGE,Spain,Chile,AWAY,0,2,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.6808,0.1957,0.1235,2.81,0.86,0.6808,0,0.5831,0.224,0.1929,2.37,1.01,0.5831,0
wc2014-cameroon-croatia,2014-06-18,2014,GROUP_STAGE,Cameroon,Croatia,AWAY,0,4,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.3176,0.2141,0.4683,2.19,1.61,0.4683,1,0.3289,0.2369,0.4343,1.94,1.53,0.4343,1
wc2014-colombia-c-te-divoire,2014-06-19,2014,GROUP_STAGE,Colombia,Côte d'Ivoire,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4875,0.2406,0.2719,2.7,1.61,0.4875,1,0.4478,0.2554,0.2968,2.3,1.53,0.4478,1
wc2014-uruguay-england,2014-06-19,2014,GROUP_STAGE,Uruguay,England,HOME,2,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.3781,0.2846,0.3373,2.47,1.58,0.3781,1,0.3712,0.2862,0.3426,2.13,1.51,0.3712,1
wc2014-japan-greece,2014-06-19,2014,GROUP_STAGE,Japan,Greece,DRAW,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.6699,0.1891,0.141,2.52,0.9,0.6699,0,0.5755,0.2194,0.2051,2.17,1.03,0.5755,0
wc2014-italy-costa-rica,2014-06-20,2014,GROUP_STAGE,Italy,Costa Rica,AWAY,0,1,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.5255,0.2363,0.2382,2.87,1.44,0.5255,0,0.4744,0.2524,0.2732,2.41,1.41,0.4744,0
