matchId,date,year,stage,homeTeam,awayTeam,actualOutcome,homeScore,awayScore,eloDiff,elo_homeWin,elo_draw,elo_awayWin,elo_xgHome,elo_xgAway,elo_confidence,elo_correct,ml_homeWin,ml_draw,ml_awayWin,ml_xgHome,ml_xgAway,ml_confidence,ml_correct,ensemble_homeWin,ensemble_draw,ensemble_awayWin,ensemble_xgHome,ensemble_xgAway,ensemble_confidence,ensemble_correct
wc2002-italy-ecuador,2002-06-03,2002,GROUP_STAGE,Italy,Ecuador,HOME,2,0,102,0.477,0.2792,0.2438,1.61,1.09,0.477,1,0.7083,0.1845,0.1072,2.8,0.75,0.7083,1,0.6389,0.2129,0.1482,2.44,0.85,0.6389,1
wc2002-china-pr-costa-rica,2002-06-04,2002,GROUP_STAGE,China PR,Costa Rica,AWAY,0,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4862,0.2172,0.2966,3.6,1.75,0.4862,0,0.4469,0.239,0.3141,2.93,1.63,0.4469,0
wc2002-japan-belgium,2002-06-04,2002,GROUP_STAGE,Japan,Belgium,DRAW,2,2,-69,0.2785,0.2851,0.4364,1.18,1.52,0.4364,0,0.244,0.2212,0.5348,1.56,1.86,0.5348,0,0.2543,0.2404,0.5053,1.45,1.76,0.5053,0
wc2002-korea-republic-poland,2002-06-04,2002,GROUP_STAGE,Korea Republic,Poland,HOME,2,0,-227,0.1322,0.2389,0.6289,0.78,1.92,0.6289,0,0.4526,0.2113,0.3361,3.65,1.56,0.4526,1,0.3565,0.2196,0.4239,2.79,1.67,0.4239,0
wc2002-russia-tunisia,2002-06-05,2002,GROUP_STAGE,Russia,Tunisia,HOME,2,0,-145,0.2028,0.2687,0.5285,0.99,1.71,0.5285,0,0.4504,0.2332,0.3164,2.75,1.35,0.4504,1,0.3761,0.2439,0.38,2.22,1.46,0.38,0
wc2002-united-states-portugal,2002-06-05,2002,GROUP_STAGE,United States,Portugal,HOME,3,2,-411,0.0295,0.1432,0.8273,0.32,2.38,0.8273,0,0.4356,0.211,0.3534,3.67,1.6,0.4356,1,0.3138,0.1907,0.4956,2.67,1.83,0.4956,0
wc2002-germany-republic-of-ireland,2002-06-05,2002,GROUP_STAGE,Germany,Republic of Ireland,DRAW,1,1,395,0.812,0.1525,0.0355,2.34,0.36,0.812,0,0.5168,0.2403,0.2429,3.13,1.53,0.5168,0,0.6054,0.214,0.1807,2.89,1.18,0.6054,0
wc2002-denmark-senegal,2002-06-06,2002,GROUP_STAGE,Denmark,Senegal,DRAW,1,1,-11,0.343,0.2899,0.3671,1.32,1.38,0.3671,0,0.5674,0.2233,0.2093,2.91,1.19,0.5674,0,0.5001,0.2433,0.2566,2.43,1.25,0.5001,0
wc2002-cameroon-saudi-arabia,2002-06-06,2002,GROUP_STAGE,Cameroon,Saudi Arabia,HOME,1,0,-26,0.325,0.2893,0.3857,1.28,1.42,0.3857,0,0.47,0.2489,0.2811,2.76,1.74,0.47,1,0.4265,0.261,0.3125,2.32,1.64,0.4265,1
wc2002-france-uruguay,2002-06-06,2002,GROUP_STAGE,France,Uruguay,DRAW,0,0,243,0.6476,0.232,0.1204,1.96,0.74,0.6476,0,0.6573,0.196,0.1467,2.93,1.1,0.6573,0,0.6544,0.2068,0.1388,2.64,0.99,0.6544,0
wc2002-sweden-nigeria,2002-06-07,2002,GROUP_STAGE,Sweden,Nigeria,HOME,2,1,81,0.4506,0.2833,0.2661,1.55,1.15,0.4506,1,0.5206,0.2048,0.2746,2.93,1.12,0.5206,1,0.4996,0.2284,0.2721,2.52,1.13,0.4996,1
wc2002-spain-paraguay,2002-06-07,2002,GROUP_STAGE,Spain,Paraguay,HOME,3,1,319,0.7334,0.1949,0.0716,2.15,0.55,0.7334,1,0.715,0.1803,0.1047,2.81,0.75,0.715,1,0.7205,0.1847,0.0948,2.61,0.69,0.7205,1
wc2002-argentina-england,2002-06-07,2002,GROUP_STAGE,Argentina,England,AWAY,0,1,-26,0.3251,0.2893,0.3856,1.28,1.42,0.3856,1,0.4852,0.2358,0.279,2.89,1.24,0.4852,0,0.4372,0.2519,0.311,2.41,1.29,0.4372,0
wc2002-south-africa-slovenia,2002-06-08,2002,GROUP_STAGE,South Africa,Slovenia,HOME,1,0,93,0.4658,0.281,0.2532,1.58,1.12,0.4658,1,0.4924,0.2149,0.2927,3.64,1.39,0.4924,1,0.4844,0.2347,0.2809,3.02,1.31,0.4844,1
wc2002-italy-croatia,2002-06-08,2002,GROUP_STAGE,Italy,Croatia,AWAY,1,2,61,0.4266,0.2862,0.2872,1.5,1.2,0.4266,0,0.5851,0.2196,0.1953,2.86,1.07,0.5851,0,0.5376,0.2396,0.2229,2.45,1.11,0.5376,0
wc2002-brazil-china-pr,2002-06-08,2002,GROUP_STAGE,Brazil,China PR,HOME,4,0,443,0.8432,0.1319,0.0249,2.46,0.3,0.8432,1,0.5227,0.2375,0.2398,2.78,1.51,0.5227,1,0.6189,0.2058,0.1753,2.68,1.15,0.6189,1
wc2002-mexico-ecuador,2002-06-09,2002,GROUP_STAGE,Mexico,Ecuador,HOME,2,1,73,0.4412,0.2845,0.2743,1.53,1.17,0.4412,1,0.6683,0.2104,0.1213,2.96,0.89,0.6683,1,0.6002,0.2326,0.1672,2.53,0.97,0.6002,1
wc2002-costa-rica-t-rkiye,2002-06-09,2002,GROUP_STAGE,Costa Rica,Türkiye,DRAW,1,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4862,0.2172,0.2966,3.6,1.75,0.4862,0,0.4469,0.239,0.3141,2.93,1.63,0.4469,0
wc2002-japan-russia,2002-06-09,2002,GROUP_STAGE,Japan,Russia,HOME,1,0,314,0.7284,0.1973,0.0743,2.14,0.56,0.7284,1,0.5192,0.2241,0.2567,2.69,1.17,0.5192,1,0.582,0.2161,0.202,2.52,0.99,0.582,1
wc2002-korea-republic-united-states,2002-06-10,2002,GROUP_STAGE,Korea Republic,United States,DRAW,1,1,-38,0.3122,0.2885,0.3993,1.26,1.44,0.3993,0,0.4862,0.2172,0.2966,3.6,1.75,0.4862,0,0.434,0.2386,0.3274,2.9,1.66,0.434,0
wc2002-tunisia-belgium,2002-06-10,2002,GROUP_STAGE,Tunisia,Belgium,DRAW,1,1,-238,0.124,0.2342,0.6418,0.75,1.95,0.6418,0,0.2563,0.2024,0.5413,1.84,1.94,0.5413,0,0.2166,0.2119,0.5715,1.51,1.94,0.5715,0
wc2002-portugal-poland,2002-06-10,2002,GROUP_STAGE,Portugal,Poland,HOME,4,0,221,0.6218,0.2414,0.1368,1.9,0.8,0.6218,1,0.6295,0.239,0.1315,2.75,0.91,0.6295,1,0.6272,0.2397,0.1331,2.5,0.88,0.6272,1
wc2002-denmark-france,2002-06-11,2002,GROUP_STAGE,Denmark,France,HOME,2,0,-249,0.1164,0.2295,0.6541,0.73,1.97,0.6541,0,0.3956,0.2792,0.3252,2.49,1.37,0.3956,1,0.3118,0.2643,0.4239,1.96,1.55,0.4239,0
wc2002-senegal-uruguay,2002-06-11,2002,GROUP_STAGE,Senegal,Uruguay,DRAW,3,3,5,0.3607,0.29,0.3493,1.36,1.34,0.3607,0,0.4121,0.2628,0.3251,2.63,1.57,0.4121,0,0.3967,0.271,0.3324,2.25,1.5,0.3967,0
wc2002-saudi-arabia-republic-of-ireland,2002-06-11,2002,GROUP_STAGE,Saudi Arabia,Republic of Ireland,AWAY,0,3,158,0.5446,0.2647,0.1907,1.74,0.96,0.5446,0,0.4862,0.2172,0.2966,3.6,1.75,0.4862,0,0.5037,0.2315,0.2648,3.04,1.51,0.5037,0
wc2002-cameroon-germany,2002-06-11,2002,GROUP_STAGE,Cameroon,Germany,AWAY,0,2,-264,0.1061,0.2227,0.6712,0.69,2.01,0.6712,1,0.2954,0.2243,0.4803,2.1,1.79,0.4803,1,0.2386,0.2238,0.5376,1.68,1.86,0.5376,1
wc2002-sweden-argentina,2002-06-12,2002,GROUP_STAGE,Sweden,Argentina,DRAW,1,1,-236,0.126,0.2354,0.6386,0.76,1.94,0.6386,0,0.2716,0.218,0.5104,1.85,1.81,0.5104,0,0.2279,0.2232,0.5489,1.52,1.85,0.5489,0
wc2002-nigeria-england,2002-06-12,2002,GROUP_STAGE,Nigeria,England,DRAW,0,0,-343,0.059,0.1821,0.7589,0.49,2.21,0.7589,0,0.2762,0.2096,0.5142,1.82,1.84,0.5142,0,0.211,0.2014,0.5876,1.42,1.95,0.5876,0
wc2002-south-africa-spain,2002-06-12,2002,GROUP_STAGE,South Africa,Spain,AWAY,2,3,-416,0.0275,0.1399,0.8326,0.31,2.39,0.8326,1,0.4283,0.2141,0.3576,3.6,1.62,0.4283,0,0.3081,0.1918,0.5001,2.61,1.85,0.5001,1
wc2002-slovenia-paraguay,2002-06-12,2002,GROUP_STAGE,Slovenia,Paraguay,AWAY,1,3,-191,0.1617,0.2534,0.5849,0.87,1.83,0.5849,1,0.3946,0.2942,0.3112,2.17,1.41,0.3946,0,0.3247,0.282,0.3933,1.78,1.54,0.3933,1
wc2002-costa-rica-brazil,2002-06-13,2002,GROUP_STAGE,Costa Rica,Brazil,AWAY,2,5,-443,0.0249,0.1319,0.8431,0.3,2.46,0.8431,1,0.4132,0.2153,0.3715,3.54,1.69,0.4132,0,0.2967,0.1903,0.513,2.57,1.92,0.513,1
wc2002-t-rkiye-china-pr,2002-06-13,2002,GROUP_STAGE,Türkiye,China PR,HOME,3,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4862,0.2172,0.2966,3.6,1.75,0.4862,1,0.4469,0.239,0.3141,2.93,1.63,0.4469,1
wc2002-mexico-italy,2002-06-13,2002,GROUP_STAGE,Mexico,Italy,DRAW,1,1,-29,0.3216,0.2891,0.3892,1.28,1.42,0.3892,0,0.3883,0.2895,0.3222,2.62,1.6,0.3883,0,0.3683,0.2894,0.3423,2.22,1.55,0.3683,0
wc2002-ecuador-croatia,2002-06-13,2002,GROUP_STAGE,Ecuador,Croatia,HOME,1,0,-42,0.3082,0.2882,0.4036,1.25,1.45,0.4036,0,0.3093,0.2252,0.4655,2.15,1.59,0.4655,0,0.309,0.2441,0.4469,1.88,1.55,0.4469,0
wc2002-tunisia-japan,2002-06-14,2002,GROUP_STAGE,Tunisia,Japan,AWAY,0,2,-169,0.1802,0.261,0.5588,0.93,1.77,0.5588,1,0.4364,0.235,0.3286,2.72,1.45,0.4364,0,0.3595,0.2428,0.3977,2.18,1.55,0.3977,1
wc2002-belgium-russia,2002-06-14,2002,GROUP_STAGE,Belgium,Russia,HOME,3,2,383,0.8006,0.1592,0.0402,2.31,0.39,0.8006,1,0.7065,0.1815,0.112,2.68,0.89,0.7065,1,0.7347,0.1748,0.0905,2.57,0.74,0.7347,1
wc2002-portugal-korea-republic,2002-06-14,2002,GROUP_STAGE,Portugal,Korea Republic,AWAY,0,1,449,0.845,0.1304,0.0246,2.47,0.3,0.845,0,0.5191,0.2416,0.2393,2.85,1.46,0.5191,0,0.6169,0.2082,0.1749,2.74,1.11,0.6169,0
wc2002-poland-united-states,2002-06-14,2002,GROUP_STAGE,Poland,United States,HOME,3,1,190,0.5836,0.2538,0.1626,1.82,0.88,0.5836,1,0.4776,0.2327,0.2897,2.83,1.84,0.4776,1,0.5094,0.239,0.2516,2.53,1.55,0.5094,1
wc2002-germany-paraguay,2002-06-15,2002,LAST_16,Germany,Paraguay,HOME,1,0,204,0.6005,0.2485,0.1509,1.86,0.84,0.6005,1,0.7066,0.1871,0.1063,3.14,0.83,0.7066,1,0.6748,0.2055,0.1197,2.76,0.83,0.6748,1
wc2002-denmark-england,2002-06-15,2002,LAST_16,Denmark,England,AWAY,0,3,-220,0.1376,0.2418,0.6206,0.8,1.9,0.6206,1,0.4154,0.2842,0.3004,2.65,1.38,0.4154,0,0.3321,0.2715,0.3965,2.09,1.54,0.3965,1
wc2002-sweden-senegal,2002-06-16,2002,LAST_16,Sweden,Senegal,AWAY,1,2,-52,0.2963,0.2872,0.4165,1.22,1.48,0.4165,1,0.4316,0.2476,0.3208,2.68,1.52,0.4316,0,0.391,0.2595,0.3495,2.24,1.51,0.391,0
wc2002-spain-republic-of-ireland,2002-06-16,2002,LAST_16,Spain,Republic of Ireland,DRAW,1,1,510,0.8624,0.1163,0.0213,2.62,0.3,0.8624,0,0.5173,0.2467,0.236,2.78,1.44,0.5173,0,0.6208,0.2076,0.1716,2.73,1.1,0.6208,0
wc2002-mexico-united-states,2002-06-17,2002,LAST_16,Mexico,United States,AWAY,0,2,328,0.743,0.1902,0.0668,2.17,0.53,0.743,0,0.5007,0.2476,0.2517,2.93,1.6,0.5007,0,0.5734,0.2304,0.1962,2.7,1.28,0.5734,0
wc2002-brazil-belgium,2002-06-17,2002,LAST_16,Brazil,Belgium,HOME,2,0,60,0.4256,0.2863,0.2881,1.5,1.2,0.4256,1,0.4486,0.2496,0.3018,2.68,1.5,0.4486,1,0.4417,0.2606,0.2977,2.33,1.41,0.4417,1
wc2002-japan-t-rkiye,2002-06-18,2002,LAST_16,Japan,Türkiye,AWAY,0,1,314,0.7283,0.1974,0.0743,2.14,0.57,0.7283,0,0.4611,0.2392,0.2997,2.48,1.84,0.4611,0,0.5413,0.2267,0.2321,2.38,1.46,0.5413,0
wc2002-korea-republic-italy,2002-06-18,2002,LAST_16,Korea Republic,Italy,HOME,2,1,-395,0.0354,0.1523,0.8123,0.36,2.34,0.8123,0,0.4243,0.2153,0.3604,3.53,1.6,0.4243,1,0.3076,0.1964,0.496,2.58,1.82,0.496,0
wc2002-england-brazil,2002-06-21,2002,QUARTER_FINAL,England,Brazil,AWAY,1,2,68,0.4355,0.2852,0.2793,1.52,1.18,0.4355,0,0.3893,0.2816,0.3291,2.45,1.39,0.3893,0,0.4032,0.2827,0.3142,2.17,1.33,0.4032,0
wc2002-germany-united-states,2002-06-21,2002,QUARTER_FINAL,Germany,United States,HOME,1,0,357,0.7737,0.1742,0.052,2.24,0.46,0.7737,1,0.5146,0.2429,0.2425,3.06,1.53,0.5146,1,0.5923,0.2223,0.1853,2.81,1.21,0.5923,1
wc2002-spain-korea-republic,2002-06-22,2002,QUARTER_FINAL,Spain,Korea Republic,DRAW,0,0,510,0.8624,0.1163,0.0213,2.62,0.3,0.8624,0,0.5173,0.2467,0.236,2.78,1.44,0.5173,0,0.6208,0.2076,0.1716,2.73,1.1,0.6208,0
wc2002-senegal-t-rkiye,2002-06-22,2002,QUARTER_FINAL,Senegal,Türkiye,AWAY,0,1,301,0.7141,0.2041,0.0818,2.1,0.6,0.7141,0,0.477,0.2496,0.2734,2.58,1.61,0.477,0,0.5481,0.236,0.2159,2.44,1.31,0.5481,0
wc2002-germany-korea-republic,2002-06-25,2002,SEMI_FINAL,Germany,Korea Republic,HOME,1,0,395,0.8119,0.1526,0.0355,2.34,0.36,0.8119,1,0.5146,0.2429,0.2425,3.06,1.53,0.5146,1,0.6038,0.2158,0.1804,2.84,1.18,0.6038,1
wc2002-germany-brazil,2002-06-30,2002,FINAL,Germany,Brazil,AWAY,0,2,-48,0.3007,0.2876,0.4117,1.23,1.47,0.4117,1,0.3407,0.2784,0.3809,2.36,1.53,0.3809,1,0.3287,0.2812,0.3901,2.02,1.51,0.3901,1
wc2006-germany-costa-rica,2006-06-09,2006,GROUP_STAGE,Germany,Costa Rica,HOME,4,2,395,0.812,0.1525,0.0355,2.34,0.36,0.812,1,0.5168,0.2403,0.2429,3.13,1.53,0.5168,1,0.6054,0.214,0.1807,2.89,1.18,0.6054,1
wc2006-poland-ecuador,2006-06-09,2006,GROUP_STAGE,Poland,Ecuador,AWAY,0,2,-65,0.2825,0.2856,0.4319,1.19,1.51,0.4319,1,0.5495,0.2454,0.2051,2.86,0.96,0.5495,0,0.4694,0.2575,0.2731,2.36,1.13,0.4694,0
wc2006-england-paraguay,2006-06-10,2006,GROUP_STAGE,England,Paraguay,HOME,1,0,320,0.7351,0.1941,0.0708,2.15,0.55,0.7351,1,0.714,0.1784,0.1076,2.7,0.73,0.714,1,0.7203,0.1831,0.0966,2.54,0.68,0.7203,1
wc2006-trinidad-and-tobago-sweden,2006-06-10,2006,GROUP_STAGE,Trinidad and Tobago,Sweden,DRAW,0,0,-319,0.0717,0.1949,0.7334,0.55,2.15,0.7334,0,0.4535,0.2108,0.3357,3.65,1.56,0.4535,0,0.339,0.206,0.455,2.72,1.74,0.455,0
wc2006-argentina-c-te-divoire,2006-06-10,2006,GROUP_STAGE,Argentina,Côte d'Ivoire,HOME,2,1,485,0.8555,0.1219,0.0226,2.56,0.3,0.8555,1,0.5244,0.2385,0.2371,2.87,1.46,0.5244,1,0.6237,0.2035,0.1728,2.78,1.11,0.6237,1
wc2006-serbia-and-montenegro-netherlands,2006-06-11,2006,GROUP_STAGE,Serbia and Montenegro,Netherlands,AWAY,0,1,-402,0.0328,0.1483,0.8189,0.35,2.35,0.8189,1,0.3262,0.2483,0.4255,2.04,1.47,0.4255,1,0.2382,0.2183,0.5435,1.53,1.74,0.5435,1
wc2006-mexico-ir-iran,2006-06-11,2006,GROUP_STAGE,Mexico,IR Iran,HOME,3,1,366,0.783,0.1692,0.0478,2.26,0.44,0.783,1,0.5032,0.2449,0.2519,3.01,1.6,0.5032,1,0.5871,0.2222,0.1907,2.79,1.25,0.5871,1
wc2006-angola-portugal,2006-06-11,2006,GROUP_STAGE,Angola,Portugal,AWAY,0,1,-449,0.0246,0.1305,0.845,0.3,2.47,0.845,1,0.1784,0.17,0.6516,1.72,2.4,0.6516,1,0.1323,0.1582,0.7096,1.29,2.42,0.7096,1
wc2006-australia-japan,2006-06-12,2006,GROUP_STAGE,Australia,Japan,HOME,3,1,-78,0.2689,0.2837,0.4474,1.16,1.55,0.4474,0,0.405,0.2657,0.3293,2.22,1.37,0.405,1,0.3642,0.2711,0.3647,1.9,1.42,0.3647,0
wc2006-united-states-czech-republic,2006-06-12,2006,GROUP_STAGE,United States,Czech Republic,AWAY,0,3,-85,0.2612,0.2825,0.4564,1.14,1.56,0.4564,1,0.4862,0.2172,0.2966,3.6,1.75,0.4862,0,0.4187,0.2368,0.3445,2.86,1.69,0.4187,0
wc2006-italy-ghana,2006-06-12,2006,GROUP_STAGE,Italy,Ghana,HOME,2,0,232,0.634,0.237,0.1289,1.93,0.77,0.634,1,0.7682,0.1386,0.0932,3.17,0.76,0.7682,1,0.7279,0.1681,0.1039,2.8,0.76,0.7279,1
wc2006-korea-republic-togo,2006-06-13,2006,GROUP_STAGE,Korea Republic,Togo,HOME,2,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4756,0.2412,0.2832,2.41,1.57,0.4756,1,0.4395,0.2558,0.3047,2.09,1.5,0.4395,1
wc2006-france-switzerland,2006-06-13,2006,GROUP_STAGE,France,Switzerland,DRAW,0,0,201,0.5971,0.2496,0.1533,1.85,0.85,0.5971,0,0.666,0.2009,0.1331,2.82,0.98,0.666,0,0.6453,0.2155,0.1392,2.53,0.94,0.6453,0
wc2006-brazil-croatia,2006-06-13,2006,GROUP_STAGE,Brazil,Croatia,HOME,1,0,109,0.4847,0.2778,0.2375,1.62,1.08,0.4847,1,0.6754,0.178,0.1466,2.81,1.21,0.6754,1,0.6182,0.2079,0.1739,2.45,1.17,0.6182,1
wc2006-spain-ukraine,2006-06-14,2006,GROUP_STAGE,Spain,Ukraine,HOME,4,0,510,0.8624,0.1163,0.0213,2.62,0.3,0.8624,1,0.6785,0.2082,0.1133,2.84,0.78,0.6785,1,0.7337,0.1806,0.0857,2.78,0.64,0.7337,1
wc2006-tunisia-saudi-arabia,2006-06-14,2006,GROUP_STAGE,Tunisia,Saudi Arabia,DRAW,2,2,-13,0.3404,0.2898,0.3698,1.32,1.38,0.3698,0,0.4903,0.2295,0.2802,2.95,1.74,0.4903,0,0.4453,0.2476,0.3071,2.46,1.63,0.4453,0
wc2006-germany-poland,2006-06-14,2006,GROUP_STAGE,Germany,Poland,HOME,1,0,167,0.5563,0.2616,0.182,1.77,0.93,0.5563,1,0.6183,0.242,0.1397,3.24,0.91,0.6183,1,0.5997,0.2479,0.1524,2.8,0.92,0.5997,1
wc2006-ecuador-costa-rica,2006-06-15,2006,GROUP_STAGE,Ecuador,Costa Rica,HOME,3,0,293,0.7049,0.2083,0.0869,2.08,0.62,0.7049,1,0.4722,0.2473,0.2805,2.81,1.74,0.4722,1,0.542,0.2356,0.2224,2.59,1.4,0.542,1
wc2006-england-trinidad-and-tobago,2006-06-15,2006,GROUP_STAGE,England,Trinidad and Tobago,HOME,2,0,581,0.8805,0.1015,0.018,2.8,0.3,0.8805,1,0.5232,0.2409,0.2359,2.87,1.45,0.5232,1,0.6304,0.1991,0.1705,2.85,1.11,0.6304,1
wc2006-sweden-paraguay,2006-06-15,2006,GROUP_STAGE,Sweden,Paraguay,HOME,1,0,58,0.4235,0.2865,0.29,1.5,1.2,0.4235,1,0.6125,0.2289,0.1586,2.86,0.94,0.6125,1,0.5558,0.2462,0.198,2.45,1.02,0.5558,1
wc2006-argentina-serbia-and-montenegro,2006-06-16,2006,GROUP_STAGE,Argentina,Serbia and Montenegro,HOME,6,0,485,0.8555,0.1219,0.0226,2.56,0.3,0.8555,1,0.7016,0.1758,0.1226,2.85,0.84,0.7016,1,0.7478,0.1596,0.0926,2.76,0.68,0.7478,1
wc2006-netherlands-c-te-divoire,2006-06-16,2006,GROUP_STAGE,Netherlands,Côte d'Ivoire,HOME,2,1,402,0.8191,0.1482,0.0327,2.36,0.34,0.8191,1,0.5192,0.2427,0.2381,2.88,1.46,0.5192,1,0.6092,0.2144,0.1765,2.72,1.13,0.6092,1
wc2006-mexico-angola,2006-06-16,2006,GROUP_STAGE,Mexico,Angola,DRAW,0,0,366,0.783,0.1692,0.0478,2.26,0.44,0.783,0,0.7853,0.1428,0.0719,3.87,1.07,0.7853,0,0.7846,0.1507,0.0647,3.39,0.88,0.7846,0
wc2006-portugal-ir-iran,2006-06-17,2006,GROUP_STAGE,Portugal,IR Iran,HOME,2,0,449,0.845,0.1304,0.0246,2.47,0.3,0.845,1,0.5191,0.2416,0.2393,2.85,1.46,0.5191,1,0.6169,0.2082,0.1749,2.74,1.11,0.6169,1
wc2006-czech-republic-ghana,2006-06-17,2006,GROUP_STAGE,Czech Republic,Ghana,AWAY,0,2,-40,0.3101,0.2884,0.4016,1.25,1.45,0.4016,1,0.4914,0.2123,0.2963,3.64,1.39,0.4914,0,0.437,0.2351,0.3279,2.92,1.41,0.437,0
wc2006-italy-united-states,2006-06-17,2006,GROUP_STAGE,Italy,United States,DRAW,1,1,357,0.7743,0.1739,0.0518,2.24,0.46,0.7743,0,0.5233,0.2407,0.236,2.87,1.44,0.5233,0,0.5986,0.2207,0.1807,2.68,1.15,0.5986,0
wc2006-japan-croatia,2006-06-18,2006,GROUP_STAGE,Japan,Croatia,DRAW,0,0,-20,0.3319,0.2896,0.3785,1.3,1.4,0.3785,0,0.3665,0.2739,0.3596,2.15,1.58,0.3665,0,0.3561,0.2786,0.3653,1.89,1.53,0.3653,0
wc2006-brazil-australia,2006-06-18,2006,GROUP_STAGE,Brazil,Australia,HOME,2,0,207,0.6047,0.2472,0.1481,1.87,0.83,0.6047,1,0.6944,0.182,0.1236,2.75,1.11,0.6944,1,0.6675,0.2016,0.131,2.49,1.03,0.6675,1
wc2006-france-korea-republic,2006-06-18,2006,GROUP_STAGE,France,Korea Republic,DRAW,1,1,540,0.8703,0.1098,0.0199,2.7,0.3,0.8703,0,0.5234,0.2399,0.2367,2.87,1.46,0.5234,0,0.6275,0.2009,0.1717,2.82,1.11,0.6275,0
wc2006-togo-switzerland,2006-06-19,2006,GROUP_STAGE,Togo,Switzerland,AWAY,0,2,-339,0.0609,0.1842,0.7549,0.5,2.2,0.7549,1,0.1916,0.1882,0.6202,1.75,2.24,0.6202,1,0.1524,0.187,0.6606,1.38,2.23,0.6606,1
wc2006-saudi-arabia-ukraine,2006-06-19,2006,GROUP_STAGE,Saudi Arabia,Ukraine,AWAY,0,4,158,0.5446,0.2647,0.1907,1.74,0.96,0.5446,0,0.4545,0.2093,0.3362,3.65,1.52,0.4545,0,0.4815,0.2259,0.2925,3.08,1.35,0.4815,0
wc2006-spain-tunisia,2006-06-19,2006,GROUP_STAGE,Spain,Tunisia,HOME,3,1,365,0.7824,0.1695,0.0481,2.26,0.44,0.7824,1,0.6922,0.1931,0.1147,2.81,0.83,0.6922,1,0.7193,0.186,0.0947,2.65,0.71,0.7193,1
wc2006-costa-rica-poland,2006-06-20,2006,GROUP_STAGE,Costa Rica,Poland,AWAY,1,2,-227,0.1322,0.2389,0.6289,0.78,1.92,0.6289,1,0.4526,0.2113,0.3361,3.65,1.56,0.4526,0,0.3565,0.2196,0.4239,2.79,1.67,0.4239,1
wc2006-ecuador-germany,2006-06-20,2006,GROUP_STAGE,Ecuador,Germany,AWAY,0,3,-102,0.2445,0.2793,0.4762,1.1,1.6,0.4762,1,0.2918,0.2265,0.4817,2.14,1.84,0.4817,1,0.2776,0.2423,0.4801,1.83,1.77,0.4801,1
wc2006-paraguay-trinidad-and-tobago,2006-06-20,2006,GROUP_STAGE,Paraguay,Trinidad and Tobago,HOME,2,0,261,0.6683,0.2239,0.1078,2,0.7,0.6683,1,0.4756,0.2455,0.2789,2.81,1.7,0.4756,1,0.5334,0.239,0.2276,2.57,1.4,0.5334,1
wc2006-sweden-england,2006-06-20,2006,GROUP_STAGE,Sweden,England,DRAW,2,2,-262,0.1071,0.2234,0.6695,0.7,2.01,0.6695,0,0.3432,0.2279,0.4289,2.24,1.37,0.4289,0,0.2724,0.2265,0.5011,1.78,1.56,0.5011,0
wc2006-portugal-mexico,2006-06-21,2006,GROUP_STAGE,Portugal,Mexico,HOME,2,1,83,0.454,0.2828,0.2632,1.56,1.14,0.454,1,0.5274,0.2226,0.25,2.97,1.23,0.5274,1,0.5054,0.2407,0.254,2.55,1.2,0.5054,1
wc2006-ir-iran-angola,2006-06-21,2006,GROUP_STAGE,IR Iran,Angola,DRAW,1,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4714,0.234,0.2946,2.47,1.57,0.4714,0,0.4365,0.2508,0.3127,2.13,1.5,0.4365,0
wc2006-c-te-divoire-serbia-and-montenegro,2006-06-21,2006,GROUP_STAGE,Côte d'Ivoire,Serbia and Montenegro,HOME,3,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4567,0.2118,0.3315,3.69,1.52,0.4567,1,0.4262,0.2353,0.3385,2.99,1.47,0.4262,1
wc2006-netherlands-argentina,2006-06-21,2006,GROUP_STAGE,Netherlands,Argentina,DRAW,0,0,-83,0.2642,0.283,0.4529,1.14,1.56,0.4529,0,0.4005,0.2882,0.3113,2.51,1.42,0.4005,0,0.3596,0.2866,0.3538,2.1,1.46,0.3596,0
wc2006-ghana-united-states,2006-06-22,2006,GROUP_STAGE,Ghana,United States,HOME,2,1,125,0.5054,0.2738,0.2208,1.66,1.04,0.5054,1,0.4431,0.2432,0.3137,2.71,2.07,0.4431,1,0.4618,0.2524,0.2858,2.4,1.76,0.4618,1
wc2006-czech-republic-italy,2006-06-22,2006,GROUP_STAGE,Czech Republic,Italy,AWAY,0,2,-271,0.1007,0.2189,0.6803,0.67,2.03,0.6803,1,0.4265,0.2124,0.3611,3.6,1.6,0.4265,0,0.3288,0.2144,0.4569,2.72,1.73,0.4569,1
wc2006-japan-brazil,2006-06-22,2006,GROUP_STAGE,Japan,Brazil,AWAY,1,4,-129,0.2177,0.273,0.5093,1.03,1.67,0.5093,1,0.2161,0.2094,0.5745,1.44,2.25,0.5745,1,0.2166,0.2285,0.5549,1.32,2.08,0.5549,1
