matchId,date,year,stage,homeTeam,awayTeam,actualOutcome,homeScore,awayScore,eloDiff,elo_homeWin,elo_draw,elo_awayWin,elo_xgHome,elo_xgAway,elo_confidence,elo_correct,ml_homeWin,ml_draw,ml_awayWin,ml_xgHome,ml_xgAway,ml_confidence,ml_correct,ensemble_homeWin,ensemble_draw,ensemble_awayWin,ensemble_xgHome,ensemble_xgAway,ensemble_confidence,ensemble_correct
wc2002-brazil-t-rkiye,2002-06-03,2002,GROUP_STAGE,Brazil,Türkiye,HOME,2,1,475,0.8527,0.1242,0.0231,2.54,0.3,0.8527,1,0.5227,0.2375,0.2398,2.78,1.51,0.5227,1,0.6217,0.2035,0.1748,2.71,1.15,0.6217,1
wc2002-italy-ecuador,2002-06-03,2002,GROUP_STAGE,Italy,Ecuador,HOME,2,0,104,0.4789,0.2789,0.2423,1.61,1.09,0.4789,1,0.7083,0.1845,0.1072,2.8,0.75,0.7083,1,0.6395,0.2128,0.1477,2.44,0.85,0.6395,1
wc2002-china-pr-costa-rica,2002-06-04,2002,GROUP_STAGE,China PR,Costa Rica,AWAY,0,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4862,0.2172,0.2966,3.6,1.75,0.4862,0,0.4469,0.239,0.3141,2.93,1.63,0.4469,0
wc2002-japan-belgium,2002-06-04,2002,GROUP_STAGE,Japan,Belgium,DRAW,2,2,-70,0.2775,0.2849,0.4376,1.18,1.52,0.4376,0,0.244,0.2212,0.5348,1.56,1.86,0.5348,0,0.2541,0.2403,0.5056,1.44,1.76,0.5056,0
wc2002-korea-republic-poland,2002-06-04,2002,GROUP_STAGE,Korea Republic,Poland,HOME,2,0,-231,0.1296,0.2374,0.633,0.77,1.93,0.633,0,0.4526,0.2113,0.3361,3.65,1.56,0.4526,1,0.3557,0.2191,0.4252,2.79,1.67,0.4252,0
wc2002-russia-tunisia,2002-06-05,2002,GROUP_STAGE,Russia,Tunisia,HOME,2,0,-147,0.2008,0.268,0.5312,0.98,1.72,0.5312,0,0.4504,0.2332,0.3164,2.75,1.35,0.4504,1,0.3755,0.2436,0.3808,2.22,1.46,0.3808,0
wc2002-united-states-portugal,2002-06-05,2002,GROUP_STAGE,United States,Portugal,HOME,3,2,-417,0.0274,0.1396,0.8331,0.31,2.39,0.8331,0,0.4356,0.211,0.3534,3.67,1.6,0.4356,1,0.3131,0.1896,0.4973,2.66,1.84,0.4973,0
wc2002-germany-republic-of-ireland,2002-06-05,2002,GROUP_STAGE,Germany,Republic of Ireland,DRAW,1,1,401,0.8178,0.149,0.0332,2.35,0.35,0.8178,0,0.5168,0.2403,0.2429,3.13,1.53,0.5168,0,0.6071,0.2129,0.18,2.9,1.18,0.6071,0
wc2002-denmark-senegal,2002-06-06,2002,GROUP_STAGE,Denmark,Senegal,DRAW,1,1,-11,0.3428,0.2899,0.3673,1.32,1.38,0.3673,0,0.5674,0.2233,0.2093,2.91,1.19,0.5674,0,0.5,0.2433,0.2567,2.43,1.25,0.5,0
wc2002-cameroon-saudi-arabia,2002-06-06,2002,GROUP_STAGE,Cameroon,Saudi Arabia,HOME,1,0,-27,0.3246,0.2893,0.3862,1.28,1.42,0.3862,0,0.47,0.2489,0.2811,2.76,1.74,0.47,1,0.4264,0.261,0.3126,2.32,1.64,0.4264,1
wc2002-france-uruguay,2002-06-06,2002,GROUP_STAGE,France,Uruguay,DRAW,0,0,242,0.6463,0.2325,0.1212,1.96,0.74,0.6463,0,0.6573,0.196,0.1467,2.93,1.1,0.6573,0,0.654,0.207,0.1391,2.64,0.99,0.654,0
wc2002-sweden-nigeria,2002-06-07,2002,GROUP_STAGE,Sweden,Nigeria,HOME,2,1,82,0.4521,0.2831,0.2649,1.55,1.15,0.4521,1,0.5206,0.2048,0.2746,2.93,1.12,0.5206,1,0.5001,0.2283,0.2717,2.52,1.13,0.5001,1
wc2002-spain-paraguay,2002-06-07,2002,GROUP_STAGE,Spain,Paraguay,HOME,3,1,319,0.7336,0.1949,0.0716,2.15,0.55,0.7336,1,0.715,0.1803,0.1047,2.81,0.75,0.715,1,0.7206,0.1847,0.0948,2.61,0.69,0.7206,1
wc2002-argentina-england,2002-06-07,2002,GROUP_STAGE,Argentina,England,AWAY,0,1,-12,0.3414,0.2899,0.3687,1.32,1.38,0.3687,1,0.4852,0.2358,0.279,2.89,1.24,0.4852,0,0.4421,0.252,0.3059,2.42,1.28,0.4421,0
wc2002-south-africa-slovenia,2002-06-08,2002,GROUP_STAGE,South Africa,Slovenia,HOME,1,0,94,0.4675,0.2808,0.2517,1.59,1.11,0.4675,1,0.4924,0.2149,0.2927,3.64,1.39,0.4924,1,0.4849,0.2347,0.2804,3.02,1.31,0.4849,1
wc2002-italy-croatia,2002-06-08,2002,GROUP_STAGE,Italy,Croatia,AWAY,1,2,62,0.4277,0.2861,0.2862,1.5,1.2,0.4277,0,0.5851,0.2196,0.1953,2.86,1.07,0.5851,0,0.5379,0.2396,0.2226,2.45,1.11,0.5379,0
wc2002-brazil-china-pr,2002-06-08,2002,GROUP_STAGE,Brazil,China PR,HOME,4,0,475,0.8527,0.1242,0.0231,2.54,0.3,0.8527,1,0.5227,0.2375,0.2398,2.78,1.51,0.5227,1,0.6217,0.2035,0.1748,2.71,1.15,0.6217,1
wc2002-mexico-ecuador,2002-06-09,2002,GROUP_STAGE,Mexico,Ecuador,HOME,2,1,91,0.4633,0.2814,0.2553,1.58,1.12,0.4633,1,0.6683,0.2104,0.1213,2.96,0.89,0.6683,1,0.6068,0.2317,0.1615,2.55,0.96,0.6068,1
wc2002-costa-rica-t-rkiye,2002-06-09,2002,GROUP_STAGE,Costa Rica,Türkiye,DRAW,1,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4862,0.2172,0.2966,3.6,1.75,0.4862,0,0.4469,0.239,0.3141,2.93,1.63,0.4469,0
wc2002-japan-russia,2002-06-09,2002,GROUP_STAGE,Japan,Russia,HOME,1,0,319,0.7337,0.1948,0.0715,2.15,0.55,0.7337,1,0.5192,0.2241,0.2567,2.69,1.17,0.5192,1,0.5836,0.2153,0.2011,2.53,0.98,0.5836,1
wc2002-korea-republic-united-states,2002-06-10,2002,GROUP_STAGE,Korea Republic,United States,DRAW,1,1,-39,0.3115,0.2885,0.4,1.25,1.45,0.4,0,0.4862,0.2172,0.2966,3.6,1.75,0.4862,0,0.4338,0.2386,0.3276,2.9,1.66,0.4338,0
wc2002-tunisia-belgium,2002-06-10,2002,GROUP_STAGE,Tunisia,Belgium,DRAW,1,1,-242,0.1214,0.2326,0.646,0.75,1.95,0.646,0,0.2563,0.2024,0.5413,1.84,1.94,0.5413,0,0.2158,0.2115,0.5727,1.51,1.94,0.5727,0
wc2002-portugal-poland,2002-06-10,2002,GROUP_STAGE,Portugal,Poland,HOME,4,0,225,0.6257,0.24,0.1343,1.91,0.79,0.6257,1,0.6295,0.239,0.1315,2.75,0.91,0.6295,1,0.6284,0.2393,0.1323,2.5,0.87,0.6284,1
wc2002-denmark-france,2002-06-11,2002,GROUP_STAGE,Denmark,France,HOME,2,0,-248,0.1171,0.23,0.6529,0.73,1.97,0.6529,0,0.3956,0.2792,0.3252,2.49,1.37,0.3956,1,0.3121,0.2644,0.4235,1.96,1.55,0.4235,0
wc2002-senegal-uruguay,2002-06-11,2002,GROUP_STAGE,Senegal,Uruguay,DRAW,3,3,5,0.3608,0.29,0.3492,1.36,1.34,0.3608,0,0.4121,0.2628,0.3251,2.63,1.57,0.4121,0,0.3967,0.271,0.3323,2.25,1.5,0.3967,0
wc2002-saudi-arabia-republic-of-ireland,2002-06-11,2002,GROUP_STAGE,Saudi Arabia,Republic of Ireland,AWAY,0,3,160,0.5476,0.264,0.1885,1.75,0.95,0.5476,0,0.4862,0.2172,0.2966,3.6,1.75,0.4862,0,0.5046,0.2312,0.2642,3.05,1.51,0.5046,0
wc2002-cameroon-germany,2002-06-11,2002,GROUP_STAGE,Cameroon,Germany,AWAY,0,2,-268,0.1034,0.2208,0.6758,0.68,2.02,0.6758,1,0.2954,0.2243,0.4803,2.1,1.79,0.4803,1,0.2378,0.2233,0.539,1.67,1.86,0.539,1
wc2002-sweden-argentina,2002-06-12,2002,GROUP_STAGE,Sweden,Argentina,DRAW,1,1,-237,0.1251,0.2348,0.6401,0.76,1.94,0.6401,0,0.2716,0.218,0.5104,1.85,1.81,0.5104,0,0.2277,0.223,0.5493,1.52,1.85,0.5493,0
wc2002-nigeria-england,2002-06-12,2002,GROUP_STAGE,Nigeria,England,DRAW,0,0,-331,0.0652,0.1886,0.7463,0.52,2.18,0.7463,0,0.2762,0.2096,0.5142,1.82,1.84,0.5142,0,0.2129,0.2033,0.5838,1.43,1.94,0.5838,0
wc2002-south-africa-spain,2002-06-12,2002,GROUP_STAGE,South Africa,Spain,AWAY,2,3,-423,0.0261,0.137,0.8369,0.3,2.41,0.8369,1,0.4283,0.2141,0.3576,3.6,1.62,0.4283,0,0.3076,0.191,0.5014,2.61,1.86,0.5014,1
wc2002-slovenia-paraguay,2002-06-12,2002,GROUP_STAGE,Slovenia,Paraguay,AWAY,1,3,-199,0.1552,0.2505,0.5942,0.85,1.85,0.5942,1,0.3946,0.2942,0.3112,2.17,1.41,0.3946,0,0.3228,0.2811,0.3961,1.78,1.54,0.3961,1
wc2002-costa-rica-brazil,2002-06-13,2002,GROUP_STAGE,Costa Rica,Brazil,AWAY,2,5,-475,0.0231,0.1243,0.8526,0.3,2.54,0.8526,1,0.4132,0.2153,0.3715,3.54,1.69,0.4132,0,0.2962,0.188,0.5158,2.57,1.94,0.5158,1
wc2002-t-rkiye-china-pr,2002-06-13,2002,GROUP_STAGE,Türkiye,China PR,HOME,3,0,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4862,0.2172,0.2966,3.6,1.75,0.4862,1,0.4469,0.239,0.3141,2.93,1.63,0.4469,1
wc2002-mexico-italy,2002-06-13,2002,GROUP_STAGE,Mexico,Italy,DRAW,1,1,-13,0.3405,0.2899,0.3697,1.32,1.38,0.3697,0,0.3883,0.2895,0.3222,2.62,1.6,0.3883,0,0.374,0.2896,0.3364,2.23,1.53,0.374,0
wc2002-ecuador-croatia,2002-06-13,2002,GROUP_STAGE,Ecuador,Croatia,HOME,1,0,-42,0.3075,0.2882,0.4043,1.24,1.46,0.4043,0,0.3093,0.2252,0.4655,2.15,1.59,0.4655,0,0.3088,0.2441,0.4471,1.88,1.55,0.4471,0
wc2002-tunisia-japan,2002-06-14,2002,GROUP_STAGE,Tunisia,Japan,AWAY,0,2,-172,0.1779,0.2601,0.562,0.92,1.78,0.562,1,0.4364,0.235,0.3286,2.72,1.45,0.4364,0,0.3589,0.2425,0.3986,2.18,1.55,0.3986,1
wc2002-belgium-russia,2002-06-14,2002,GROUP_STAGE,Belgium,Russia,HOME,3,2,389,0.8063,0.1558,0.0378,2.32,0.38,0.8063,1,0.7065,0.1815,0.112,2.68,0.89,0.7065,1,0.7364,0.1738,0.0897,2.57,0.74,0.7364,1
wc2002-portugal-korea-republic,2002-06-14,2002,GROUP_STAGE,Portugal,Korea Republic,AWAY,0,1,456,0.8471,0.1287,0.0242,2.49,0.3,0.8471,0,0.5191,0.2416,0.2393,2.85,1.46,0.5191,0,0.6175,0.2077,0.1748,2.74,1.11,0.6175,0
wc2002-poland-united-states,2002-06-14,2002,GROUP_STAGE,Poland,United States,HOME,3,1,192,0.5871,0.2528,0.1602,1.83,0.87,0.5871,1,0.4776,0.2327,0.2897,2.83,1.84,0.4776,1,0.5105,0.2387,0.2509,2.53,1.55,0.5105,1
wc2002-germany-paraguay,2002-06-15,2002,LAST_16,Germany,Paraguay,HOME,1,0,202,0.5985,0.2492,0.1523,1.86,0.85,0.5985,1,0.7066,0.1871,0.1063,3.14,0.83,0.7066,1,0.6742,0.2057,0.1201,2.75,0.83,0.6742,1
wc2002-denmark-england,2002-06-15,2002,LAST_16,Denmark,England,AWAY,0,3,-207,0.1485,0.2474,0.6042,0.83,1.87,0.6042,1,0.4154,0.2842,0.3004,2.65,1.38,0.4154,0,0.3353,0.2732,0.3915,2.1,1.53,0.3915,1
wc2002-sweden-senegal,2002-06-16,2002,LAST_16,Sweden,Senegal,AWAY,1,2,-53,0.2955,0.2871,0.4174,1.22,1.48,0.4174,1,0.4316,0.2476,0.3208,2.68,1.52,0.4316,0,0.3908,0.2595,0.3498,2.24,1.51,0.3908,0
wc2002-spain-republic-of-ireland,2002-06-16,2002,LAST_16,Spain,Republic of Ireland,DRAW,1,1,517,0.8645,0.1146,0.0209,2.64,0.3,0.8645,0,0.5173,0.2467,0.236,2.78,1.44,0.5173,0,0.6215,0.2071,0.1715,2.74,1.1,0.6215,0
wc2002-mexico-united-states,2002-06-17,2002,LAST_16,Mexico,United States,AWAY,0,2,350,0.7665,0.1781,0.0554,2.22,0.48,0.7665,0,0.5007,0.2476,0.2517,2.93,1.6,0.5007,0,0.5804,0.2268,0.1928,2.72,1.26,0.5804,0
wc2002-brazil-belgium,2002-06-17,2002,LAST_16,Brazil,Belgium,HOME,2,0,86,0.4569,0.2824,0.2607,1.56,1.14,0.4569,1,0.4486,0.2496,0.3018,2.68,1.5,0.4486,1,0.4511,0.2594,0.2895,2.35,1.39,0.4511,1
wc2002-japan-t-rkiye,2002-06-18,2002,LAST_16,Japan,Türkiye,AWAY,0,1,319,0.7335,0.1949,0.0716,2.15,0.55,0.7335,0,0.4611,0.2392,0.2997,2.48,1.84,0.4611,0,0.5428,0.2259,0.2313,2.38,1.45,0.5428,0
wc2002-korea-republic-italy,2002-06-18,2002,LAST_16,Korea Republic,Italy,HOME,2,1,-401,0.0331,0.1488,0.8181,0.35,2.35,0.8181,0,0.4243,0.2153,0.3604,3.53,1.6,0.4243,1,0.3069,0.1954,0.4977,2.58,1.83,0.4977,0
wc2002-england-brazil,2002-06-21,2002,QUARTER_FINAL,England,Brazil,AWAY,1,2,27,0.3866,0.2893,0.3242,1.42,1.28,0.3866,0,0.3893,0.2816,0.3291,2.45,1.39,0.3893,0,0.3885,0.2839,0.3276,2.14,1.36,0.3885,0
wc2002-germany-united-states,2002-06-21,2002,QUARTER_FINAL,Germany,United States,HOME,1,0,362,0.7793,0.1712,0.0495,2.26,0.45,0.7793,1,0.5146,0.2429,0.2425,3.06,1.53,0.5146,1,0.594,0.2214,0.1846,2.82,1.2,0.594,1
wc2002-spain-korea-republic,2002-06-22,2002,QUARTER_FINAL,Spain,Korea Republic,DRAW,0,0,517,0.8645,0.1146,0.0209,2.64,0.3,0.8645,0,0.5173,0.2467,0.236,2.78,1.44,0.5173,0,0.6215,0.2071,0.1715,2.74,1.1,0.6215,0
wc2002-senegal-t-rkiye,2002-06-22,2002,QUARTER_FINAL,Senegal,Türkiye,AWAY,0,1,306,0.7192,0.2017,0.0791,2.11,0.59,0.7192,0,0.477,0.2496,0.2734,2.58,1.61,0.477,0,0.5497,0.2352,0.2151,2.44,1.3,0.5497,0
wc2002-germany-korea-republic,2002-06-25,2002,SEMI_FINAL,Germany,Korea Republic,HOME,1,0,401,0.8177,0.1491,0.0332,2.35,0.35,0.8177,1,0.5146,0.2429,0.2425,3.06,1.53,0.5146,1,0.6055,0.2148,0.1797,2.85,1.18,0.6055,1
wc2002-germany-brazil,2002-06-30,2002,FINAL,Germany,Brazil,AWAY,0,2,-74,0.2731,0.2843,0.4426,1.17,1.54,0.4426,1,0.3407,0.2784,0.3809,2.36,1.53,0.3809,1,0.3204,0.2802,0.3994,2,1.53,0.3994,1
wc2006-germany-costa-rica,2006-06-09,2006,GROUP_STAGE,Germany,Costa Rica,HOME,4,2,401,0.8178,0.149,0.0332,2.35,0.35,0.8178,1,0.5168,0.2403,0.2429,3.13,1.53,0.5168,1,0.6071,0.2129,0.18,2.9,1.18,0.6071,1
wc2006-poland-ecuador,2006-06-09,2006,GROUP_STAGE,Poland,Ecuador,AWAY,0,2,-66,0.2814,0.2855,0.4331,1.18,1.52,0.4331,1,0.5495,0.2454,0.2051,2.86,0.96,0.5495,0,0.4691,0.2574,0.2735,2.36,1.13,0.4691,0
wc2006-england-paraguay,2006-06-10,2006,GROUP_STAGE,England,Paraguay,HOME,1,0,303,0.7164,0.203,0.0806,2.11,0.59,0.7164,1,0.714,0.1784,0.1076,2.7,0.73,0.714,1,0.7147,0.1858,0.0995,2.52,0.69,0.7147,1
wc2006-trinidad-and-tobago-sweden,2006-06-10,2006,GROUP_STAGE,Trinidad and Tobago,Sweden,DRAW,0,0,-324,0.069,0.1923,0.7387,0.54,2.16,0.7387,0,0.4535,0.2108,0.3357,3.65,1.56,0.4535,0,0.3382,0.2053,0.4566,2.72,1.74,0.4566,0
wc2006-argentina-c-te-divoire,2006-06-10,2006,GROUP_STAGE,Argentina,Côte d'Ivoire,HOME,2,1,490,0.857,0.1207,0.0223,2.57,0.3,0.857,1,0.5244,0.2385,0.2371,2.87,1.46,0.5244,1,0.6242,0.2032,0.1727,2.78,1.11,0.6242,1
wc2006-serbia-and-montenegro-netherlands,2006-06-11,2006,GROUP_STAGE,Serbia and Montenegro,Netherlands,AWAY,0,1,-408,0.0305,0.1448,0.8247,0.33,2.37,0.8247,1,0.3262,0.2483,0.4255,2.04,1.47,0.4255,1,0.2375,0.2173,0.5453,1.53,1.74,0.5453,1
wc2006-mexico-ir-iran,2006-06-11,2006,GROUP_STAGE,Mexico,IR Iran,HOME,3,1,388,0.8058,0.1562,0.0381,2.32,0.38,0.8058,1,0.5032,0.2449,0.2519,3.01,1.6,0.5032,1,0.594,0.2183,0.1878,2.8,1.23,0.594,1
wc2006-angola-portugal,2006-06-11,2006,GROUP_STAGE,Angola,Portugal,AWAY,0,1,-456,0.0242,0.1288,0.847,0.3,2.49,0.847,1,0.1784,0.17,0.6516,1.72,2.4,0.6516,1,0.1321,0.1576,0.7102,1.29,2.43,0.7102,1
wc2006-australia-japan,2006-06-12,2006,GROUP_STAGE,Australia,Japan,HOME,3,1,-78,0.2692,0.2837,0.447,1.16,1.54,0.447,0,0.405,0.2657,0.3293,2.22,1.37,0.405,1,0.3643,0.2711,0.3646,1.9,1.42,0.3646,0
wc2006-united-states-czech-republic,2006-06-12,2006,GROUP_STAGE,United States,Czech Republic,AWAY,0,3,-87,0.2598,0.2822,0.458,1.13,1.57,0.458,1,0.4862,0.2172,0.2966,3.6,1.75,0.4862,0,0.4183,0.2367,0.345,2.86,1.7,0.4183,0
wc2006-italy-ghana,2006-06-12,2006,GROUP_STAGE,Italy,Ghana,HOME,2,0,224,0.6251,0.2402,0.1346,1.91,0.79,0.6251,1,0.7682,0.1386,0.0932,3.17,0.76,0.7682,1,0.7253,0.1691,0.1056,2.79,0.77,0.7253,1
wc2006-korea-republic-togo,2006-06-13,2006,GROUP_STAGE,Korea Republic,Togo,HOME,2,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4756,0.2412,0.2832,2.41,1.57,0.4756,1,0.4395,0.2558,0.3047,2.09,1.5,0.4395,1
wc2006-france-switzerland,2006-06-13,2006,GROUP_STAGE,France,Switzerland,DRAW,0,0,199,0.5949,0.2503,0.1548,1.85,0.85,0.5949,0,0.666,0.2009,0.1331,2.82,0.98,0.666,0,0.6447,0.2157,0.1396,2.53,0.94,0.6447,0
wc2006-brazil-croatia,2006-06-13,2006,GROUP_STAGE,Brazil,Croatia,HOME,1,0,135,0.5172,0.2713,0.2115,1.69,1.01,0.5172,1,0.6754,0.178,0.1466,2.81,1.21,0.6754,1,0.6279,0.206,0.1661,2.47,1.15,0.6279,1
wc2006-spain-ukraine,2006-06-14,2006,GROUP_STAGE,Spain,Ukraine,HOME,4,0,517,0.8645,0.1145,0.0209,2.64,0.3,0.8645,1,0.6785,0.2082,0.1133,2.84,0.78,0.6785,1,0.7343,0.1801,0.0856,2.78,0.64,0.7343,1
wc2006-tunisia-saudi-arabia,2006-06-14,2006,GROUP_STAGE,Tunisia,Saudi Arabia,DRAW,2,2,-13,0.3401,0.2898,0.37,1.32,1.38,0.37,0,0.4903,0.2295,0.2802,2.95,1.74,0.4903,0,0.4452,0.2476,0.3071,2.46,1.63,0.4452,0
wc2006-germany-poland,2006-06-14,2006,GROUP_STAGE,Germany,Poland,HOME,1,0,170,0.5594,0.2608,0.1798,1.77,0.93,0.5594,1,0.6183,0.242,0.1397,3.24,0.91,0.6183,1,0.6006,0.2476,0.1517,2.8,0.91,0.6006,1
wc2006-ecuador-costa-rica,2006-06-15,2006,GROUP_STAGE,Ecuador,Costa Rica,HOME,3,0,297,0.7099,0.206,0.0841,2.09,0.61,0.7099,1,0.4722,0.2473,0.2805,2.81,1.74,0.4722,1,0.5435,0.2349,0.2216,2.6,1.4,0.5435,1
wc2006-england-trinidad-and-tobago,2006-06-15,2006,GROUP_STAGE,England,Trinidad and Tobago,HOME,2,0,573,0.8785,0.1031,0.0184,2.78,0.3,0.8785,1,0.5232,0.2409,0.2359,2.87,1.45,0.5232,1,0.6298,0.1996,0.1707,2.84,1.11,0.6298,1
wc2006-sweden-paraguay,2006-06-15,2006,GROUP_STAGE,Sweden,Paraguay,HOME,1,0,54,0.4188,0.2869,0.2942,1.49,1.21,0.4188,1,0.6125,0.2289,0.1586,2.86,0.94,0.6125,1,0.5544,0.2463,0.1993,2.45,1.02,0.5544,1
wc2006-argentina-serbia-and-montenegro,2006-06-16,2006,GROUP_STAGE,Argentina,Serbia and Montenegro,HOME,6,0,490,0.857,0.1207,0.0223,2.57,0.3,0.857,1,0.7016,0.1758,0.1226,2.85,0.84,0.7016,1,0.7482,0.1593,0.0925,2.77,0.68,0.7482,1
wc2006-netherlands-c-te-divoire,2006-06-16,2006,GROUP_STAGE,Netherlands,Côte d'Ivoire,HOME,2,1,408,0.825,0.1446,0.0304,2.37,0.33,0.825,1,0.5192,0.2427,0.2381,2.88,1.46,0.5192,1,0.6109,0.2133,0.1758,2.73,1.12,0.6109,1
wc2006-mexico-angola,2006-06-16,2006,GROUP_STAGE,Mexico,Angola,DRAW,0,0,388,0.8058,0.1562,0.0381,2.32,0.38,0.8058,0,0.7853,0.1428,0.0719,3.87,1.07,0.7853,0,0.7915,0.1468,0.0618,3.41,0.86,0.7915,0
wc2006-portugal-ir-iran,2006-06-17,2006,GROUP_STAGE,Portugal,IR Iran,HOME,2,0,456,0.8471,0.1287,0.0242,2.49,0.3,0.8471,1,0.5191,0.2416,0.2393,2.85,1.46,0.5191,1,0.6175,0.2077,0.1748,2.74,1.11,0.6175,1
wc2006-czech-republic-ghana,2006-06-17,2006,GROUP_STAGE,Czech Republic,Ghana,AWAY,0,2,-51,0.2974,0.2873,0.4154,1.22,1.48,0.4154,1,0.4914,0.2123,0.2963,3.64,1.39,0.4914,0,0.4332,0.2348,0.332,2.91,1.42,0.4332,0
wc2006-italy-united-states,2006-06-17,2006,GROUP_STAGE,Italy,United States,DRAW,1,1,362,0.7798,0.1709,0.0493,2.26,0.44,0.7798,0,0.5233,0.2407,0.236,2.87,1.44,0.5233,0,0.6002,0.2198,0.18,2.69,1.14,0.6002,0
wc2006-japan-croatia,2006-06-18,2006,GROUP_STAGE,Japan,Croatia,DRAW,0,0,-21,0.3315,0.2896,0.3789,1.3,1.4,0.3789,0,0.3665,0.2739,0.3596,2.15,1.58,0.3665,0,0.356,0.2786,0.3654,1.89,1.53,0.3654,0
wc2006-brazil-australia,2006-06-18,2006,GROUP_STAGE,Brazil,Australia,HOME,2,0,234,0.6364,0.2362,0.1274,1.93,0.77,0.6364,1,0.6944,0.182,0.1236,2.75,1.11,0.6944,1,0.677,0.1983,0.1247,2.51,1.01,0.677,1
wc2006-france-korea-republic,2006-06-18,2006,GROUP_STAGE,France,Korea Republic,DRAW,1,1,543,0.8712,0.1091,0.0197,2.71,0.3,0.8712,0,0.5234,0.2399,0.2367,2.87,1.46,0.5234,0,0.6277,0.2007,0.1716,2.82,1.11,0.6277,0
wc2006-togo-switzerland,2006-06-19,2006,GROUP_STAGE,Togo,Switzerland,AWAY,0,2,-344,0.0583,0.1813,0.7604,0.49,2.21,0.7604,1,0.1916,0.1882,0.6202,1.75,2.24,0.6202,1,0.1516,0.1861,0.6623,1.37,2.23,0.6623,1
wc2006-saudi-arabia-ukraine,2006-06-19,2006,GROUP_STAGE,Saudi Arabia,Ukraine,AWAY,0,4,160,0.5476,0.264,0.1885,1.75,0.95,0.5476,0,0.4545,0.2093,0.3362,3.65,1.52,0.4545,0,0.4824,0.2257,0.2919,3.08,1.35,0.4824,0
wc2006-spain-tunisia,2006-06-19,2006,GROUP_STAGE,Spain,Tunisia,HOME,3,1,371,0.7881,0.1663,0.0456,2.28,0.42,0.7881,1,0.6922,0.1931,0.1147,2.81,0.83,0.6922,1,0.721,0.1851,0.094,2.65,0.71,0.721,1
wc2006-costa-rica-poland,2006-06-20,2006,GROUP_STAGE,Costa Rica,Poland,AWAY,1,2,-231,0.1296,0.2374,0.633,0.77,1.93,0.633,1,0.4526,0.2113,0.3361,3.65,1.56,0.4526,0,0.3557,0.2191,0.4252,2.79,1.67,0.4252,1
wc2006-ecuador-germany,2006-06-20,2006,GROUP_STAGE,Ecuador,Germany,AWAY,0,3,-103,0.243,0.279,0.478,1.09,1.61,0.478,1,0.2918,0.2265,0.4817,2.14,1.84,0.4817,1,0.2772,0.2423,0.4806,1.83,1.77,0.4806,1
wc2006-paraguay-trinidad-and-tobago,2006-06-20,2006,GROUP_STAGE,Paraguay,Trinidad and Tobago,HOME,2,0,270,0.6785,0.2197,0.1018,2.02,0.68,0.6785,1,0.4756,0.2455,0.2789,2.81,1.7,0.4756,1,0.5365,0.2378,0.2258,2.57,1.39,0.5365,1
wc2006-sweden-england,2006-06-20,2006,GROUP_STAGE,Sweden,England,DRAW,2,2,-249,0.1163,0.2295,0.6542,0.73,1.97,0.6542,0,0.3432,0.2279,0.4289,2.24,1.37,0.4289,0,0.2751,0.2284,0.4965,1.79,1.55,0.4965,0
wc2006-portugal-mexico,2006-06-21,2006,GROUP_STAGE,Portugal,Mexico,HOME,2,1,67,0.4348,0.2853,0.2799,1.52,1.18,0.4348,1,0.5274,0.2226,0.25,2.97,1.23,0.5274,1,0.4996,0.2414,0.259,2.53,1.22,0.4996,1
wc2006-ir-iran-angola,2006-06-21,2006,GROUP_STAGE,IR Iran,Angola,DRAW,1,1,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,0,0.4714,0.234,0.2946,2.47,1.57,0.4714,0,0.4365,0.2508,0.3127,2.13,1.5,0.4365,0
wc2006-c-te-divoire-serbia-and-montenegro,2006-06-21,2006,GROUP_STAGE,Côte d'Ivoire,Serbia and Montenegro,HOME,3,2,0,0.3551,0.29,0.3548,1.35,1.35,0.3551,1,0.4567,0.2118,0.3315,3.69,1.52,0.4567,1,0.4262,0.2353,0.3385,2.99,1.47,0.4262,1
wc2006-netherlands-argentina,2006-06-21,2006,GROUP_STAGE,Netherlands,Argentina,DRAW,0,0,-82,0.2652,0.2831,0.4516,1.15,1.55,0.4516,0,0.4005,0.2882,0.3113,2.51,1.42,0.4005,0,0.3599,0.2867,0.3534,2.1,1.46,0.3599,0
wc2006-ghana-united-states,2006-06-22,2006,GROUP_STAGE,Ghana,United States,HOME,2,1,138,0.5211,0.2704,0.2085,1.7,1,0.5211,1,0.4431,0.2432,0.3137,2.71,2.07,0.4431,1,0.4665,0.2514,0.2821,2.41,1.75,0.4665,1
wc2006-czech-republic-italy,2006-06-22,2006,GROUP_STAGE,Czech Republic,Italy,AWAY,0,2,-276,0.098,0.2169,0.685,0.66,2.04,0.685,1,0.4265,0.2124,0.3611,3.6,1.6,0.4265,0,0.3279,0.2138,0.4583,2.72,1.73,0.4583,1
